見出し,読み,原型,品詞,品詞細分類,意味情報,大見出し,中見出し,小見出し,見出し番号,文番号
を,を,を,助詞,格助詞,NIL,,米粒が五つ,,8,0
持つ,もつ,持つ,動詞,*,代表表記:持つ/もつ,,米粒が五つ,,8,0
探偵,たんてい,探偵,名詞,サ変名詞,代表表記:探偵/たんてい カテゴリ:人,,米粒が五つ,,8,0
小説,しょうせつ,小説,名詞,普通名詞,代表表記:小説/しょうせつ ドメイン:文化・芸術 カテゴリ:抽象物,,米粒が五つ,,8,0
家,か,家,接尾辞,名詞性名詞接尾辞,代表表記:家/か カテゴリ:人 内容語,,米粒が五つ,,8,0
が,が,が,助詞,格助詞,NIL,,米粒が五つ,,8,0
あった,あった,ある,動詞,*,代表表記:有る/ある 反義:形容詞:無い/ない 補文ト,,米粒が五つ,,8,0
。,。,。,特殊,句点,NIL,,米粒が五つ,,8,0
蘭堂,蘭堂,蘭堂,名詞,人名,自動獲得:Wikipedia 読み不明 Wikipedia人名 Wikipedia姓,,米粒が五つ,,8,1
なんて,なんて,なんて,助詞,副助詞,NIL,,米粒が五つ,,8,1
老人,ろうじん,老人,名詞,普通名詞,代表表記:老人/ろうじん カテゴリ:人,,米粒が五つ,,8,1
臭い,くさい,臭い,形容詞,*,代表表記:臭い/くさい,,米粒が五つ,,8,1
号,ごう,号,名詞,普通名詞,代表表記:号/ごう カテゴリ:抽象物 漢字読み:音,,米粒が五つ,,8,1
に,に,に,助詞,格助詞,NIL,,米粒が五つ,,8,1
似,に,似る,動詞,*,代表表記:似る/にる 自他動詞:他:似せる/にせる,,米粒が五つ,,8,1
ず,ず,ぬ,助動詞,*,NIL,,米粒が五つ,,8,1
、,、,、,特殊,読点,NIL,,米粒が五つ,,8,1
まだ,まだ,まだ,副詞,*,代表表記:まだ/まだ,,米粒が五つ,,8,1
三十,三十,三十,名詞,数詞,カテゴリ:数量 未知語:数字,,米粒が五つ,,8,1
歳,さい,歳,接尾辞,名詞性名詞助数辞,代表表記:歳/さい 準内容語,,米粒が五つ,,8,1
の,の,の,助詞,接続助詞,NIL,,米粒が五つ,,8,1
青年,せいねん,青年,名詞,普通名詞,代表表記:青年/せいねん カテゴリ:人,,米粒が五つ,,8,1
作家,さっか,作家,名詞,普通名詞,代表表記:作家/さっか ドメイン:文化・芸術 カテゴリ:人,,米粒が五つ,,8,1
で,で,だ,判定詞,*,NIL,,米粒が五つ,,8,1
、,、,、,特殊,読点,NIL,,米粒が五つ,,8,1
その,その,その,指示詞,連体詞形態指示詞,NIL,,米粒が五つ,,8,1
奇怪なる,きかいなる,奇怪だ,形容詞,*,代表表記:奇怪だ/きかいだ,,米粒が五つ,,8,1
作風,さくふう,作風,名詞,普通名詞,代表表記:作風/さくふう ドメイン:文化・芸術 カテゴリ:抽象物,,米粒が五つ,,8,1
と,と,と,助詞,格助詞,NIL,,米粒が五つ,,8,1
、,、,、,特殊,読点,NIL,,米粒が五つ,,8,1
小説,しょうせつ,小説,名詞,普通名詞,代表表記:小説/しょうせつ ドメイン:文化・芸術 カテゴリ:抽象物,,米粒が五つ,,8,1
ばかり,ばかり,ばかり,助詞,副助詞,NIL,,米粒が五つ,,8,1
で,で,だ,判定詞,*,NIL,,米粒が五つ,,8,1
は,は,は,助詞,副助詞,NIL,,米粒が五つ,,8,1
なく,なく,ない,接尾辞,形容詞性述語接尾辞,代表表記:ない/ない,,米粒が五つ,,8,1
実際,じっさい,実際,副詞,*,代表表記:実際/じっさい,,米粒が五つ,,8,1
の,の,の,助詞,接続助詞,NIL,,米粒が五つ,,8,1
犯罪,はんざい,犯罪,名詞,普通名詞,代表表記:犯罪/はんざい ドメイン:政治 カテゴリ:抽象物,,米粒が五つ,,8,1
事件,じけん,事件,名詞,普通名詞,代表表記:事件/じけん ドメイン:政治 カテゴリ:抽象物,,米粒が五つ,,8,1
に,に,に,助詞,格助詞,NIL,,米粒が五つ,,8,1
も,も,も,助詞,副助詞,NIL,,米粒が五つ,,8,1
ちょいちょい,ちょいちょい,ちょいちょい,副詞,*,代表表記:ちょいちょい/ちょいちょい スル接続可能,,米粒が五つ,,8,1
手出し,てだし,手出し,名詞,サ変名詞,代表表記:手出し/てだし カテゴリ:抽象物,,米粒が五つ,,8,1
を,を,を,助詞,格助詞,NIL,,米粒が五つ,,8,1
する,する,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,,米粒が五つ,,8,1
物好き,ものずき,物好きだ,形容詞,*,代表表記:物好きだ/ものずきだ,,米粒が五つ,,8,1
と,と,と,助詞,格助詞,NIL,,米粒が五つ,,8,1
で,で,で,助詞,格助詞,NIL,,米粒が五つ,,8,1
、,、,、,特殊,読点,NIL,,米粒が五つ,,8,1
その,その,その,指示詞,連体詞形態指示詞,NIL,,米粒が五つ,,8,1
方面,ほうめん,方面,名詞,普通名詞,代表表記:方面/ほうめん カテゴリ:場所-その他,,米粒が五つ,,8,1
で,で,で,助詞,格助詞,NIL,,米粒が五つ,,8,1
は,は,は,助詞,副助詞,NIL,,米粒が五つ,,8,1
可成,可成,可成,名詞,人名,自動獲得:Wikipedia 読み不明 Wikipedia人名 Wikipedia名,,米粒が五つ,,8,1
有名な,ゆうめいな,有名だ,形容詞,*,代表表記:有名だ/ゆうめいだ 反義:名詞-普通名詞:無名/むめい,,米粒が五つ,,8,1
人物,じんぶつ,人物,名詞,普通名詞,代表表記:人物/じんぶつ カテゴリ:人,,米粒が五つ,,8,1
であった,であった,だ,判定詞,*,NIL,,米粒が五つ,,8,1
。,。,。,特殊,句点,NIL,,米粒が五つ,,8,1
その様な,そのような,その様な,指示詞,連体詞形態指示詞,代表表記:そのような/そのような,,米粒が五つ,,8,2
蘭堂,蘭堂,蘭堂,名詞,人名,自動獲得:Wikipedia 読み不明 Wikipedia人名 Wikipedia姓,,米粒が五つ,,8,2
であった,であった,だ,判定詞,*,NIL,,米粒が五つ,,8,2
から,から,から,助詞,接続助詞,NIL,,米粒が五つ,,8,2
、,、,、,特殊,読点,NIL,,米粒が五つ,,8,2
鳥井,鳥井,鳥井,名詞,地名,自動獲得:Wikipedia 読み不明 Wikipedia複合地名,,米粒が五つ,,8,2
青年,せいねん,青年,名詞,普通名詞,代表表記:青年/せいねん カテゴリ:人,,米粒が五つ,,8,2
変死,へんし,変死,名詞,サ変名詞,代表表記:変死/へんし ドメイン:健康・医学 カテゴリ:抽象物,,米粒が五つ,,8,2
の,の,の,助詞,接続助詞,NIL,,米粒が五つ,,8,2
顛末,てんまつ,顛末,名詞,普通名詞,代表表記:顛末/てんまつ カテゴリ:抽象物,,米粒が五つ,,8,2
を,を,を,助詞,格助詞,NIL,,米粒が五つ,,8,2
聞く,きく,聞く,動詞,*,代表表記:聞く/きく 自他動詞:自:聞こえる/きこえる 補文ト,,米粒が五つ,,8,2
と,と,と,助詞,格助詞,NIL,,米粒が五つ,,8,2
、,、,、,特殊,読点,NIL,,米粒が五つ,,8,2
友人,ゆうじん,友人,名詞,普通名詞,代表表記:友人/ゆうじん カテゴリ:人,,米粒が五つ,,8,2
の,の,の,助詞,接続助詞,NIL,,米粒が五つ,,8,2
不幸,ふこう,不幸だ,形容詞,*,代表表記:不幸だ/ふこうだ 反義:形容詞:幸福だ/こうふくだ,,米粒が五つ,,8,2
を,を,を,助詞,格助詞,NIL,,米粒が五つ,,8,2
嘆いた,なげいた,嘆く,動詞,*,代表表記:嘆く/なげく 補文ト,,米粒が五つ,,8,2
ばかりで,ばかりで,ばかりだ,助動詞,*,NIL,,米粒が五つ,,8,2
なく,なく,ない,接尾辞,形容詞性述語接尾辞,代表表記:ない/ない,,米粒が五つ,,8,2
、,、,、,特殊,読点,NIL,,米粒が五つ,,8,2
一,いち,一,名詞,数詞,カテゴリ:数量,,米粒が五つ,,8,2
歩,ほ,歩,接尾辞,名詞性名詞助数辞,代表表記:歩/ほ 準内容語,,米粒が五つ,,8,2
進んで,すすんで,進む,動詞,*,代表表記:進む/すすむ 反義:動詞:退く/しりぞく;動詞:遅れる/おくれる 自他動詞:他:進める/すすめる 付属動詞候補（基本）,,米粒が五つ,,8,2
、,、,、,特殊,読点,NIL,,米粒が五つ,,8,2
この,この,この,指示詞,連体詞形態指示詞,NIL,,米粒が五つ,,8,2
奇怪なる,きかいなる,奇怪だ,形容詞,*,代表表記:奇怪だ/きかいだ,,米粒が五つ,,8,2
犯罪,はんざい,犯罪,名詞,普通名詞,代表表記:犯罪/はんざい ドメイン:政治 カテゴリ:抽象物,,米粒が五つ,,8,2
事件,じけん,事件,名詞,普通名詞,代表表記:事件/じけん ドメイン:政治 カテゴリ:抽象物,,米粒が五つ,,8,2
を,を,を,助詞,格助詞,NIL,,米粒が五つ,,8,2
自から,おのずから,自から,副詞,*,代表表記:自ずから/おのずから,,米粒が五つ,,8,2
探偵,たんてい,探偵,名詞,サ変名詞,代表表記:探偵/たんてい カテゴリ:人,,米粒が五つ,,8,2
して,して,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,,米粒が五つ,,8,2
見,み,見る,動詞,*,代表表記:見る/みる 自他動詞:自:見える/みえる 補文ト,,米粒が五つ,,8,2
たい,たい,たい,接尾辞,形容詞性述語接尾辞,代表表記:たい/たい,,米粒が五つ,,8,2
と,と,と,助詞,格助詞,NIL,,米粒が五つ,,8,2
いう,いう,いう,動詞,*,代表表記:言う/いう 補文ト,,米粒が五つ,,8,2
野心,やしん,野心,名詞,普通名詞,代表表記:野心/やしん カテゴリ:抽象物,,米粒が五つ,,8,2
を,を,を,助詞,格助詞,NIL,,米粒が五つ,,8,2
抱いて,いだいて,抱く,動詞,*,代表表記:抱く/いだく,,米粒が五つ,,8,2
いる,いる,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,,米粒が五つ,,8,2
らしく,らしく,らしい,助動詞,*,NIL,,米粒が五つ,,8,2
、,、,、,特殊,読点,NIL,,米粒が五つ,,8,2
友達,ともだち,友達,名詞,普通名詞,代表表記:友達/ともだち ドメイン:家庭・暮らし カテゴリ:人,,米粒が五つ,,8,2
など,など,など,助詞,副助詞,NIL,,米粒が五つ,,8,2
に,に,に,助詞,格助詞,NIL,,米粒が五つ,,8,2
も,も,も,助詞,副助詞,NIL,,米粒が五つ,,8,2
その,その,その,指示詞,連体詞形態指示詞,NIL,,米粒が五つ,,8,2
意嚮,意嚮,意嚮,名詞,普通名詞,自動獲得:Wikipedia Wikipediaページ内一覧:同音の漢字による書きかえ 読み不明,,米粒が五つ,,8,2
を,を,を,助詞,格助詞,NIL,,米粒が五つ,,8,2
漏らして,もらして,漏らす,動詞,*,代表表記:漏らす/もらす 自他動詞:自:漏る/もる;自:漏れる/もれる 補文ト 付属動詞候補（基本）,,米粒が五つ,,8,2
いた,いた,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,,米粒が五つ,,8,2
。,。,。,特殊,句点,NIL,,米粒が五つ,,8,2
彼,かれ,彼,名詞,普通名詞,代表表記:彼/かれ カテゴリ:人 漢字読み:訓,,米粒が五つ,,8,3
は,は,は,助詞,副助詞,NIL,,米粒が五つ,,8,3
まだ,まだ,まだ,副詞,*,代表表記:まだ/まだ,,米粒が五つ,,8,3
独身,どくしん,独身,名詞,普通名詞,代表表記:独身/どくしん ドメイン:家庭・暮らし カテゴリ:抽象物,,米粒が五つ,,8,3
の,の,の,助詞,接続助詞,NIL,,米粒が五つ,,8,3
アパート,あぱーと,アパート,名詞,普通名詞,代表表記:アパート/あぱーと ドメイン:家庭・暮らし カテゴリ:場所-施設,,米粒が五つ,,8,3
住い,すまい,住い,名詞,普通名詞,代表表記:住まい/すまい ドメイン:家庭・暮らし カテゴリ:場所-施設 動詞派生:住まう/すまう,,米粒が五つ,,8,3
であった,であった,だ,判定詞,*,NIL,,米粒が五つ,,8,3
が,が,が,助詞,接続助詞,NIL,,米粒が五つ,,8,3
、,、,、,特殊,読点,NIL,,米粒が五つ,,8,3
恋,こい,恋,名詞,普通名詞,代表表記:恋/こい ドメイン:家庭・暮らし カテゴリ:抽象物 漢字読み:訓,,米粒が五つ,,8,3
を,を,を,助詞,格助詞,NIL,,米粒が五つ,,8,3
知ら,しら,知る,動詞,*,代表表記:知る/しる 自他動詞:自:知れる/しれる 補文ト,,米粒が五つ,,8,3
ぬ,ぬ,ぬ,助動詞,*,NIL,,米粒が五つ,,8,3
木念,木念,木念,名詞,普通名詞,自動獲得:Wikipedia Wikipediaページ内一覧:天真らんまん 読み不明,,米粒が五つ,,8,3
仁,じん,仁,名詞,普通名詞,代表表記:仁/じん カテゴリ:抽象物 漢字読み:音,,米粒が五つ,,8,3
で,で,だ,判定詞,*,NIL,,米粒が五つ,,8,3
は,は,は,助詞,副助詞,NIL,,米粒が五つ,,8,3
なかった,なかった,ない,接尾辞,形容詞性述語接尾辞,代表表記:ない/ない,,米粒が五つ,,8,3
。,。,。,特殊,句点,NIL,,米粒が五つ,,8,3
知ら,しら,知る,動詞,*,代表表記:知る/しる 自他動詞:自:知れる/しれる 補文ト,,米粒が五つ,,8,4
ぬ,ぬ,ぬ,助動詞,*,NIL,,米粒が五つ,,8,4
どころ,どころ,どころ,助詞,副助詞,NIL,,米粒が五つ,,8,4
か,か,か,助詞,接続助詞,NIL,,米粒が五つ,,8,4
、,、,、,特殊,読点,NIL,,米粒が五つ,,8,4
彼,かれ,彼,名詞,普通名詞,代表表記:彼/かれ カテゴリ:人 漢字読み:訓,,米粒が五つ,,8,4
は,は,は,助詞,副助詞,NIL,,米粒が五つ,,8,4
世にも,よにも,世にも,副詞,*,代表表記:世にも/よにも,,米粒が五つ,,8,4
すばらしい,すばらしい,すばらしい,形容詞,*,代表表記:素晴らしい/すばらしい,,米粒が五つ,,8,4
恋人,こいびと,恋人,名詞,普通名詞,代表表記:恋人/こいびと ドメイン:家庭・暮らし カテゴリ:人,,米粒が五つ,,8,4
に,に,に,助詞,格助詞,NIL,,米粒が五つ,,8,4
恵ま,めぐま,恵む,動詞,*,代表表記:恵む/めぐむ,,米粒が五つ,,8,4
れて,れて,れる,接尾辞,動詞性接尾辞,代表表記:れる/れる,,米粒が五つ,,8,4
いた,いた,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,,米粒が五つ,,8,4
のだ,のだ,のだ,助動詞,*,NIL,,米粒が五つ,,8,4
。,。,。,特殊,句点,NIL,,米粒が五つ,,8,4
花園,はなぞの,花園,名詞,普通名詞,代表表記:花園/はなぞの カテゴリ:場所-その他,,米粒が五つ,,8,5
京子,きょうこ,京子,名詞,人名,人名:日本:名:17:0.00139,,米粒が五つ,,8,5
と,と,と,助詞,格助詞,NIL,,米粒が五つ,,8,5
いえば,いえば,いう,動詞,*,代表表記:言う/いう 補文ト,,米粒が五つ,,8,5
、,、,、,特殊,読点,NIL,,米粒が五つ,,8,5
新聞,しんぶん,新聞,名詞,普通名詞,代表表記:新聞/しんぶん ドメイン:メディア カテゴリ:人工物-その他,,米粒が五つ,,8,5
を,を,を,助詞,格助詞,NIL,,米粒が五つ,,8,5
読む,よむ,読む,動詞,*,代表表記:読む/よむ,,米粒が五つ,,8,5
程,ほど,程,名詞,副詞的名詞,代表表記:程/ほど,,米粒が五つ,,8,5
の,の,の,助詞,接続助詞,NIL,,米粒が五つ,,8,5
人,じん,人,名詞,普通名詞,代表表記:人/じん カテゴリ:人 漢字読み:音,,米粒が五つ,,8,5
は,は,は,助詞,副助詞,NIL,,米粒が五つ,,8,5
誰,だれ,誰,名詞,普通名詞,代表表記:誰/だれ カテゴリ:人,,米粒が五つ,,8,5
でも,でも,でも,助詞,副助詞,NIL,,米粒が五つ,,8,5
知って,しって,知る,動詞,*,代表表記:知る/しる 自他動詞:自:知れる/しれる 補文ト,,米粒が五つ,,8,5
いる,いる,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,,米粒が五つ,,8,5
だろう,だろう,だろう,助動詞,*,NIL,,米粒が五つ,,8,5
。,。,。,特殊,句点,NIL,,米粒が五つ,,8,5
公卿,くぎょう,公卿,名詞,普通名詞,自動獲得:Wikipedia Wikipedia多義,,米粒が五つ,,8,6
華族,かぞく,華族,名詞,普通名詞,代表表記:華族/かぞく ドメイン:政治 カテゴリ:組織・団体,,米粒が五つ,,8,6
花園,はなぞの,花園,名詞,普通名詞,代表表記:花園/はなぞの カテゴリ:場所-その他,,米粒が五つ,,8,6
伯爵,はくしゃく,伯爵,名詞,普通名詞,代表表記:伯爵/はくしゃく ドメイン:政治 カテゴリ:人 人名末尾,,米粒が五つ,,8,6
の,の,の,助詞,接続助詞,NIL,,米粒が五つ,,8,6
令嬢,れいじょう,令嬢,名詞,普通名詞,代表表記:令嬢/れいじょう ドメイン:家庭・暮らし カテゴリ:人,,米粒が五つ,,8,6
で,で,で,助詞,格助詞,NIL,,米粒が五つ,,8,6
、,、,、,特殊,読点,NIL,,米粒が五つ,,8,6
華族,かぞく,華族,名詞,普通名詞,代表表記:華族/かぞく ドメイン:政治 カテゴリ:組織・団体,,米粒が五つ,,8,6
様,さま,様,接尾辞,名詞性名詞接尾辞,代表表記:様/さま,,米粒が五つ,,8,6
の,の,の,助詞,接続助詞,NIL,,米粒が五つ,,8,6
癖,くせ,癖,名詞,普通名詞,代表表記:癖/くせ カテゴリ:抽象物 漢字読み:訓 修飾（ニ格）,,米粒が五つ,,8,6
に,に,に,助詞,格助詞,NIL,,米粒が五つ,,8,6
オペラ,おぺら,オペラ,名詞,普通名詞,代表表記:オペラ/おぺら ドメイン:文化・芸術 カテゴリ:抽象物,,米粒が五つ,,8,6
の,の,の,助詞,接続助詞,NIL,,米粒が五つ,,8,6
舞台,ぶたい,舞台,名詞,普通名詞,代表表記:舞台/ぶたい ドメイン:文化・芸術 カテゴリ:場所-施設 〜を〜に構成語,,米粒が五つ,,8,6
に,に,に,助詞,格助詞,NIL,,米粒が五つ,,8,6
立った,たった,立つ,動詞,*,代表表記:立つ/たつ 反義:動詞:座る/すわる 自他動詞:他:立てる/たてる 付属動詞候補（基本）,,米粒が五つ,,8,6
程,ほど,程,名詞,副詞的名詞,代表表記:程/ほど,,米粒が五つ,,8,6
の,の,の,助詞,接続助詞,NIL,,米粒が五つ,,8,6
声楽,せいがく,声楽,名詞,普通名詞,代表表記:声楽/せいがく ドメイン:文化・芸術 カテゴリ:抽象物,,米粒が五つ,,8,6
家,か,家,接尾辞,名詞性名詞接尾辞,代表表記:家/か カテゴリ:人 内容語,,米粒が五つ,,8,6
で,で,だ,判定詞,*,NIL,,米粒が五つ,,8,6
、,、,、,特殊,読点,NIL,,米粒が五つ,,8,6
その,その,その,指示詞,連体詞形態指示詞,NIL,,米粒が五つ,,8,6
上,うえ,上,名詞,副詞的名詞,代表表記:上/うえ,,米粒が五つ,,8,6
、,、,、,特殊,読点,NIL,,米粒が五つ,,8,6
非常な,ひじょうな,非常だ,形容詞,*,代表表記:非常だ/ひじょうだ,,米粒が五つ,,8,6
美人,びじん,美人,名詞,普通名詞,代表表記:美人/びじん カテゴリ:人,,米粒が五つ,,8,6
であった,であった,だ,判定詞,*,NIL,,米粒が五つ,,8,6
。,。,。,特殊,句点,NIL,,米粒が五つ,,8,6
その,その,その,指示詞,連体詞形態指示詞,NIL,,米粒が五つ,,8,7
華族,かぞく,華族,名詞,普通名詞,代表表記:華族/かぞく ドメイン:政治 カテゴリ:組織・団体,,米粒が五つ,,8,7
令嬢,れいじょう,令嬢,名詞,普通名詞,代表表記:令嬢/れいじょう ドメイン:家庭・暮らし カテゴリ:人,,米粒が五つ,,8,7
が,が,が,助詞,格助詞,NIL,,米粒が五つ,,8,7
、,、,、,特殊,読点,NIL,,米粒が五つ,,8,7
何,なに,何,名詞,普通名詞,代表表記:何/なに カテゴリ:抽象物 漢字読み:訓,,米粒が五つ,,8,7
を,を,を,助詞,格助詞,NIL,,米粒が五つ,,8,7
物好きに,ものずきに,物好きだ,形容詞,*,代表表記:物好きだ/ものずきだ,,米粒が五つ,,8,7
貧乏,びんぼう,貧乏,名詞,サ変名詞,代表表記:貧乏/びんぼう カテゴリ:抽象物 形容詞派生:貧乏だ/びんぼうだ,,米粒が五つ,,8,7
小説,しょうせつ,小説,名詞,普通名詞,代表表記:小説/しょうせつ ドメイン:文化・芸術 カテゴリ:抽象物,,米粒が五つ,,8,7
家,か,家,接尾辞,名詞性名詞接尾辞,代表表記:家/か カテゴリ:人 内容語,,米粒が五つ,,8,7
など,など,など,助詞,副助詞,NIL,,米粒が五つ,,8,7
を,を,を,助詞,格助詞,NIL,,米粒が五つ,,8,7
恋した,こいした,恋する,動詞,*,代表表記:恋する/こいする ドメイン:家庭・暮らし 名詞派生:恋/こい,,米粒が五つ,,8,7
の,の,のだ,助動詞,*,NIL,,米粒が五つ,,8,7
か,か,か,助詞,接続助詞,NIL,,米粒が五つ,,8,7
、,、,、,特殊,読点,NIL,,米粒が五つ,,8,7
恐らく,おそらく,恐らく,副詞,*,代表表記:恐らく/おそらく,,米粒が五つ,,8,7
彼女,かのじょ,彼女,名詞,普通名詞,代表表記:彼女/かのじょ カテゴリ:人,,米粒が五つ,,8,7
の,の,の,助詞,接続助詞,NIL,,米粒が五つ,,8,7
探偵,たんてい,探偵,名詞,サ変名詞,代表表記:探偵/たんてい カテゴリ:人,,米粒が五つ,,8,7
小説,しょうせつ,小説,名詞,普通名詞,代表表記:小説/しょうせつ ドメイン:文化・芸術 カテゴリ:抽象物,,米粒が五つ,,8,7
好き,すき,好きだ,形容詞,*,代表表記:好きだ/すきだ 反義:形容詞:嫌いだ/きらいだ 動詞派生:好く/すく,,米粒が五つ,,8,7
が,が,が,助詞,格助詞,NIL,,米粒が五つ,,8,7
きっかけ,きっかけ,きっかけ,名詞,普通名詞,代表表記:きっかけ/きっかけ カテゴリ:抽象物 〜を〜に構成語 修飾（デ格）,,米粒が五つ,,8,7
と,と,と,助詞,格助詞,NIL,,米粒が五つ,,8,7
なった,なった,なる,動詞,*,代表表記:成る/なる 自他動詞:他:成す/なす;他:する/する,,米粒が五つ,,8,7
のであろう,のであろう,のだ,助動詞,*,NIL,,米粒が五つ,,8,7
が,が,が,助詞,接続助詞,NIL,,米粒が五つ,,8,7
、,、,、,特殊,読点,NIL,,米粒が五つ,,8,7
これ,これ,これ,指示詞,名詞形態指示詞,NIL,,米粒が五つ,,8,7
を,を,を,助詞,格助詞,NIL,,米粒が五つ,,8,7
知る,しる,知る,動詞,*,代表表記:知る/しる 自他動詞:自:知れる/しれる 補文ト,,米粒が五つ,,8,7
者,もの,者,名詞,普通名詞,代表表記:者/もの カテゴリ:人 漢字読み:訓,,米粒が五つ,,8,7
、,、,、,特殊,読点,NIL,,米粒が五つ,,8,7
誰一人,だれひとり,誰一人,副詞,*,代表表記:誰一人/だれひとり,,米粒が五つ,,8,7
蘭堂,蘭堂,蘭堂,名詞,人名,自動獲得:Wikipedia 読み不明 Wikipedia人名 Wikipedia姓,,米粒が五つ,,8,7
の,の,の,助詞,接続助詞,NIL,,米粒が五つ,,8,7
果報,かほう,果報,名詞,普通名詞,代表表記:果報/かほう カテゴリ:抽象物,,米粒が五つ,,8,7
を,を,を,助詞,格助詞,NIL,,米粒が五つ,,8,7
羨ま,うらやま,羨む,動詞,*,代表表記:羨む/うらやむ,,米粒が五つ,,8,7
ぬ,ぬ,ぬ,助動詞,*,NIL,,米粒が五つ,,8,7
者,もの,者,名詞,普通名詞,代表表記:者/もの カテゴリ:人 漢字読み:訓,,米粒が五つ,,8,7
は,は,は,助詞,副助詞,NIL,,米粒が五つ,,8,7
なかった,なかった,ない,形容詞,*,代表表記:無い/ない 反義:動詞:有る/ある,,米粒が五つ,,8,7
。,。,。,特殊,句点,NIL,,米粒が五つ,,8,7
その,その,その,指示詞,連体詞形態指示詞,NIL,,米粒が五つ,,8,8
花園,はなぞの,花園,名詞,地名,自動獲得:Wikipedia Wikipedia多義 Wikipedia複合地名,,米粒が五つ,,8,8
京子,きょうこ,京子,名詞,人名,人名:日本:名:17:0.00139,,米粒が五つ,,8,8
が,が,が,助詞,格助詞,NIL,,米粒が五つ,,8,8
、,、,、,特殊,読点,NIL,,米粒が五つ,,8,8
今日,きょう,今日,名詞,人名,自動獲得:Wikipedia Wikipedia人名 Wikipedia姓,,米粒が五つ,,8,8
も,も,も,助詞,副助詞,NIL,,米粒が五つ,,8,8
蘭堂,蘭堂,蘭堂,名詞,人名,自動獲得:Wikipedia 読み不明 Wikipedia人名 Wikipedia姓,,米粒が五つ,,8,8
の,の,の,助詞,接続助詞,NIL,,米粒が五つ,,8,8
アパート,あぱーと,アパート,名詞,普通名詞,代表表記:アパート/あぱーと ドメイン:家庭・暮らし カテゴリ:場所-施設,,米粒が五つ,,8,8
を,を,を,助詞,格助詞,NIL,,米粒が五つ,,8,8
訪ねて,たずねて,訪ねる,動詞,*,代表表記:訪ねる/たずねる,,米粒が五つ,,8,8
来た,きた,来る,接尾辞,動詞性接尾辞,代表表記:来る/くる,,米粒が五つ,,8,8
。,。,。,特殊,句点,NIL,,米粒が五つ,,8,8
だが,だが,だが,接続詞,*,代表表記:だが/だが,,米粒が五つ,,8,9
、,、,、,特殊,読点,NIL,,米粒が五つ,,8,9
いつも,いつも,いつも,副詞,*,代表表記:何時も/いつも,,米粒が五つ,,8,9
の,の,の,助詞,接続助詞,NIL,,米粒が五つ,,8,9
彼女,かのじょ,彼女,名詞,普通名詞,代表表記:彼女/かのじょ カテゴリ:人,,米粒が五つ,,8,9
と,と,と,助詞,格助詞,NIL,,米粒が五つ,,8,9
は,は,は,助詞,副助詞,NIL,,米粒が五つ,,8,9
異って,異って,異る,動詞,*,代表表記:異る/異る 自動獲得:テキスト,,米粒が五つ,,8,9
、,、,、,特殊,読点,NIL,,米粒が五つ,,8,9
何となく,なんとなく,何となく,副詞,*,代表表記:何と無く/なんとなく,,米粒が五つ,,8,9
浮か,うか,浮く,動詞,*,代表表記:浮く/うく 反義:動詞:沈む/しずむ,,米粒が五つ,,8,9
ぬ,ぬ,ぬ,助動詞,*,NIL,,米粒が五つ,,8,9
顔,かお,顔,名詞,普通名詞,代表表記:顔/かお カテゴリ:動物-部位 漢字読み:訓,,米粒が五つ,,8,9
を,を,を,助詞,格助詞,NIL,,米粒が五つ,,8,9
して,して,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,,米粒が五つ,,8,9
いる,いる,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,,米粒が五つ,,8,9
。,。,。,特殊,句点,NIL,,米粒が五つ,,8,9
「,「,「,特殊,括弧始,NIL,,米粒が五つ,,8,10
変だ,へんだ,変だ,形容詞,*,代表表記:変だ/へんだ,,米粒が五つ,,8,10
ね,ね,ね,助詞,終助詞,NIL,,米粒が五つ,,8,10
、,、,、,特殊,読点,NIL,,米粒が五つ,,8,10
君,きみ,君,名詞,普通名詞,代表表記:君/きみ カテゴリ:人 漢字読み:訓,,米粒が五つ,,8,10
どうかした,どうかした,どうかする,動詞,*,代表表記:どうかする/どうかする,,米粒が五つ,,8,10
んじゃ,んじゃ,んだ,助動詞,*,NIL,,米粒が五つ,,8,10
ない,ない,ない,接尾辞,形容詞性述語接尾辞,代表表記:ない/ない,,米粒が五つ,,8,10
？,？,？,特殊,記号,NIL,,米粒が五つ,,8,10
いやに,いやに,いやだ,形容詞,*,代表表記:嫌だ/いやだ,,米粒が五つ,,8,10
ふさいで,ふさいで,ふさぐ,動詞,*,代表表記:塞ぐ/ふさぐ 反義:動詞:空ける/あける 自他動詞:自:塞がる/ふさがる,,米粒が五つ,,8,10
い,い,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,,米粒が五つ,,8,10
ます,ます,ます,接尾辞,動詞性接尾辞,代表表記:ます/ます,,米粒が五つ,,8,10
ね,ね,ね,助詞,終助詞,NIL,,米粒が五つ,,8,10
