見出し,読み,原型,品詞,品詞細分類,意味情報,大見出し,中見出し,小見出し,見出し番号,文番号
知って,しって,知る,動詞,*,代表表記:知る/しる 自他動詞:自:知れる/しれる 補文ト,,ふしぎな老人,,0,6
い,い,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,,ふしぎな老人,,0,6
ました,ました,ます,接尾辞,動詞性接尾辞,代表表記:ます/ます,,ふしぎな老人,,0,6
。,。,。,特殊,句点,NIL,,ふしぎな老人,,0,6
学校,がっこう,学校,名詞,普通名詞,代表表記:学校/がっこう ドメイン:教育・学習 カテゴリ:場所-施設,,ふしぎな老人,,0,7
の,の,の,助詞,接続助詞,NIL,,ふしぎな老人,,0,7
先生,せんせい,先生,名詞,普通名詞,代表表記:先生/せんせい ドメイン:教育・学習 カテゴリ:人 人名末尾,,ふしぎな老人,,0,7
より,より,より,助詞,格助詞,NIL,,ふしぎな老人,,0,7
も,も,も,助詞,副助詞,NIL,,ふしぎな老人,,0,7
、,、,、,特殊,読点,NIL,,ふしぎな老人,,0,7
ものしり,ものしり,ものしり,名詞,普通名詞,代表表記:物知り/ものしり カテゴリ:抽象物,,ふしぎな老人,,0,7
の,の,だ,判定詞,*,NIL,,ふしぎな老人,,0,7
ように,ように,ようだ,助動詞,*,NIL,,ふしぎな老人,,0,7
見え,みえ,見える,動詞,*,代表表記:見える/みえる 自他動詞:他:見る/みる,,ふしぎな老人,,0,7
ました,ました,ます,接尾辞,動詞性接尾辞,代表表記:ます/ます,,ふしぎな老人,,0,7
。,。,。,特殊,句点,NIL,,ふしぎな老人,,0,7
「,「,「,特殊,括弧始,NIL,,ふしぎな老人,,0,8
わし,わし,わし,名詞,普通名詞,代表表記:わし/わし カテゴリ:人,,ふしぎな老人,,0,8
は,は,は,助詞,副助詞,NIL,,ふしぎな老人,,0,8
ね,ね,ね,助詞,終助詞,NIL,,ふしぎな老人,,0,8
、,、,、,特殊,読点,NIL,,ふしぎな老人,,0,8
科学,かがく,科学,名詞,普通名詞,代表表記:科学/かがく ドメイン:科学・技術 カテゴリ:抽象物,,ふしぎな老人,,0,8
者,しゃ,者,接尾辞,名詞性名詞接尾辞,代表表記:者/しゃ カテゴリ:人 内容語,,ふしぎな老人,,0,8
だ,だ,だ,判定詞,*,NIL,,ふしぎな老人,,0,8
よ,よ,よ,助詞,終助詞,NIL,,ふしぎな老人,,0,8
。,。,。,特殊,句点,NIL,,ふしぎな老人,,0,8
そして,そして,そして,接続詞,*,代表表記:そして/そして,,ふしぎな老人,,0,9
、,、,、,特殊,読点,NIL,,ふしぎな老人,,0,9
発明,はつめい,発明,名詞,サ変名詞,代表表記:発明/はつめい ドメイン:科学・技術 カテゴリ:抽象物,,ふしぎな老人,,0,9
家,か,家,接尾辞,名詞性名詞接尾辞,代表表記:家/か カテゴリ:人 内容語,,ふしぎな老人,,0,9
だ,だ,だ,判定詞,*,NIL,,ふしぎな老人,,0,9
よ,よ,よ,助詞,終助詞,NIL,,ふしぎな老人,,0,9
。,。,。,特殊,句点,NIL,,ふしぎな老人,,0,9
いま,いま,いま,名詞,時相名詞,代表表記:今/いま カテゴリ:時間 漢字読み:訓,,ふしぎな老人,,0,10
、,、,、,特殊,読点,NIL,,ふしぎな老人,,0,10
すばらしい,すばらしい,すばらしい,形容詞,*,代表表記:素晴らしい/すばらしい,,ふしぎな老人,,0,10
もの,もの,もの,名詞,形式名詞,NIL,,ふしぎな老人,,0,10
を,を,を,助詞,格助詞,NIL,,ふしぎな老人,,0,10
発明,はつめい,発明,名詞,サ変名詞,代表表記:発明/はつめい ドメイン:科学・技術 カテゴリ:抽象物,,ふしぎな老人,,0,10
して,して,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,,ふしぎな老人,,0,10
いる,いる,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,,ふしぎな老人,,0,10
んだ,んだ,んだ,助動詞,*,NIL,,ふしぎな老人,,0,10
。,。,。,特殊,句点,NIL,,ふしぎな老人,,0,10
きみ,きみ,きみ,名詞,普通名詞,代表表記:君/きみ カテゴリ:人 漢字読み:訓,,ふしぎな老人,,0,11
たち,たち,たち,接尾辞,名詞性名詞接尾辞,代表表記:達/たち,,ふしぎな老人,,0,11
は,は,は,助詞,副助詞,NIL,,ふしぎな老人,,0,11
、,、,、,特殊,読点,NIL,,ふしぎな老人,,0,11
びっくり,びっくり,びっくり,名詞,サ変名詞,代表表記:ビックリ/びっくり カテゴリ:抽象物,,ふしぎな老人,,0,11
する,する,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,,ふしぎな老人,,0,11
よ,よ,よ,助詞,終助詞,NIL,,ふしぎな老人,,0,11
。,。,。,特殊,句点,NIL,,ふしぎな老人,,0,11
いや,いや,いや,感動詞,*,代表表記:いや/いや,,ふしぎな老人,,0,12
、,、,、,特殊,読点,NIL,,ふしぎな老人,,0,12
どんな,どんな,どんな,指示詞,連体詞形態指示詞,NIL,,ふしぎな老人,,0,12
おとな,おとな,おとな,名詞,普通名詞,代表表記:大人/おとな カテゴリ:人,,ふしぎな老人,,0,12
でも,でも,でも,助詞,副助詞,NIL,,ふしぎな老人,,0,12
、,、,、,特殊,読点,NIL,,ふしぎな老人,,0,12
あっ,あっ,あっ,感動詞,*,代表表記:アッ/あっ,,ふしぎな老人,,0,12
と,と,と,助詞,格助詞,NIL,,ふしぎな老人,,0,12
おどろく,おどろく,おどろく,動詞,*,代表表記:驚く/おどろく,,ふしぎな老人,,0,12
ような,ような,ようだ,助動詞,*,NIL,,ふしぎな老人,,0,12
発明,はつめい,発明,名詞,サ変名詞,代表表記:発明/はつめい ドメイン:科学・技術 カテゴリ:抽象物,,ふしぎな老人,,0,12
だ,だ,だ,判定詞,*,NIL,,ふしぎな老人,,0,12
よ,よ,よ,助詞,終助詞,NIL,,ふしぎな老人,,0,12
。,。,。,特殊,句点,NIL,,ふしぎな老人,,0,12
できたら,できたら,できる,動詞,*,代表表記:出来る/できる,,ふしぎな老人,,0,13
、,、,、,特殊,読点,NIL,,ふしぎな老人,,0,13
きみ,きみ,きみ,名詞,普通名詞,代表表記:君/きみ カテゴリ:人 漢字読み:訓,,ふしぎな老人,,0,13
たち,たち,たち,接尾辞,名詞性名詞接尾辞,代表表記:達/たち,,ふしぎな老人,,0,13
に,に,に,助詞,格助詞,NIL,,ふしぎな老人,,0,13
も,も,も,助詞,副助詞,NIL,,ふしぎな老人,,0,13
、,、,、,特殊,読点,NIL,,ふしぎな老人,,0,13
見せて,みせて,見せる,動詞,*,代表表記:見せる/みせる 付属動詞候補（タ系） 使役動詞:見る/みる,,ふしぎな老人,,0,13
あげよう,あげよう,あげる,動詞,*,代表表記:上げる/あげる 反義:動詞:下ろす/おろす;動詞:降ろす/おろす 自他動詞:自:上がる/あがる 付属動詞候補（基本） 付属動詞候補（タ系）,,ふしぎな老人,,0,13
ね,ね,ね,助詞,終助詞,NIL,,ふしぎな老人,,0,13
。,。,。,特殊,句点,NIL,,ふしぎな老人,,0,13
」,」,」,特殊,括弧終,NIL,,ふしぎな老人,,0,14
おじい,おじい,おじい,名詞,普通名詞,自動獲得:テキスト 意味分類:人:0.959,,ふしぎな老人,,0,14
さん,さん,さん,接尾辞,名詞性名詞接尾辞,代表表記:さん/さん,,ふしぎな老人,,0,14
は,は,は,助詞,副助詞,NIL,,ふしぎな老人,,0,14
、,、,、,特殊,読点,NIL,,ふしぎな老人,,0,14
しわ,しわ,しわ,名詞,普通名詞,代表表記:史話/しわ カテゴリ:抽象物,,ふしぎな老人,,0,14
だらけ,だらけ,だらけ,接尾辞,名詞性名詞接尾辞,代表表記:だらけ/だらけ,,ふしぎな老人,,0,14
の,の,の,助詞,接続助詞,NIL,,ふしぎな老人,,0,14
顔,かお,顔,名詞,普通名詞,代表表記:顔/かお カテゴリ:動物-部位 漢字読み:訓,,ふしぎな老人,,0,14
で,で,で,助詞,格助詞,NIL,,ふしぎな老人,,0,14
、,、,、,特殊,読点,NIL,,ふしぎな老人,,0,14
ニヤニヤ,にやにや,ニヤニヤ,名詞,普通名詞,代表表記:ニヤニヤ/にやにや 自動獲得:テキスト 副詞識別,,ふしぎな老人,,0,14
笑い,わらい,笑う,動詞,*,代表表記:笑う/わらう 反義:動詞:泣く/なく,,ふしぎな老人,,0,14
ながら,ながら,ながら,助詞,接続助詞,NIL,,ふしぎな老人,,0,14
、,、,、,特殊,読点,NIL,,ふしぎな老人,,0,14
そんな,そんな,そんな,指示詞,連体詞形態指示詞,NIL,,ふしぎな老人,,0,14
こと,こと,こと,名詞,形式名詞,NIL,,ふしぎな老人,,0,14
を,を,を,助詞,格助詞,NIL,,ふしぎな老人,,0,14
いい,いい,いう,動詞,*,代表表記:言う/いう 補文ト,,ふしぎな老人,,0,14
ました,ました,ます,接尾辞,動詞性接尾辞,代表表記:ます/ます,,ふしぎな老人,,0,14
。,。,。,特殊,句点,NIL,,ふしぎな老人,,0,14
「,「,「,特殊,括弧始,NIL,,ふしぎな老人,,0,15
それ,それ,それ,指示詞,名詞形態指示詞,NIL,,ふしぎな老人,,0,15
、,、,、,特殊,読点,NIL,,ふしぎな老人,,0,15
どんな,どんな,どんな,指示詞,連体詞形態指示詞,NIL,,ふしぎな老人,,0,15
発明,はつめい,発明,名詞,サ変名詞,代表表記:発明/はつめい ドメイン:科学・技術 カテゴリ:抽象物,,ふしぎな老人,,0,15
な,な,だ,判定詞,*,NIL,,ふしぎな老人,,0,15
の,の,のだ,助動詞,*,NIL,,ふしぎな老人,,0,15
？,？,？,特殊,記号,NIL,,ふしぎな老人,,0,15
何,なに,何,名詞,普通名詞,代表表記:何/なに カテゴリ:抽象物 漢字読み:訓,,ふしぎな老人,,0,15
か,か,か,助詞,接続助詞,NIL,,ふしぎな老人,,0,15
を,を,を,助詞,格助詞,NIL,,ふしぎな老人,,0,15
作って,つくって,作る,動詞,*,代表表記:作る/つくる,,ふしぎな老人,,0,15
いる,いる,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,,ふしぎな老人,,0,15
の,の,の,名詞,形式名詞,NIL,,ふしぎな老人,,0,15
？,？,？,特殊,記号,NIL,,ふしぎな老人,,0,15
」,」,」,特殊,括弧終,NIL,,ふしぎな老人,,0,15
少年,しょうねん,少年,名詞,普通名詞,代表表記:少年/しょうねん カテゴリ:人,,ふしぎな老人,,0,15
たち,たち,たち,接尾辞,名詞性名詞接尾辞,代表表記:達/たち,,ふしぎな老人,,0,15
が,が,が,助詞,格助詞,NIL,,ふしぎな老人,,0,15
、,、,、,特殊,読点,NIL,,ふしぎな老人,,0,15
たずね,たずね,たずねる,動詞,*,代表表記:尋ねる/たずねる,,ふしぎな老人,,0,15
ます,ます,ます,接尾辞,動詞性接尾辞,代表表記:ます/ます,,ふしぎな老人,,0,15
と,と,と,助詞,格助詞,NIL,,ふしぎな老人,,0,15
、,、,、,特殊,読点,NIL,,ふしぎな老人,,0,15
おじい,おじい,おじい,名詞,普通名詞,自動獲得:テキスト 意味分類:人:0.959,,ふしぎな老人,,0,15
さん,さん,さん,接尾辞,名詞性名詞接尾辞,代表表記:さん/さん,,ふしぎな老人,,0,15
は,は,は,助詞,副助詞,NIL,,ふしぎな老人,,0,15
、,、,、,特殊,読点,NIL,,ふしぎな老人,,0,15
もったいぶった,もったいぶった,もったいぶる,動詞,*,代表表記:勿体振る/もったいぶる,,ふしぎな老人,,0,15
ようす,ようす,ようす,名詞,普通名詞,代表表記:様子/ようす カテゴリ:抽象物,,ふしぎな老人,,0,15
で,で,だ,判定詞,*,NIL,,ふしぎな老人,,0,15
、,、,、,特殊,読点,NIL,,ふしぎな老人,,0,15
「,「,「,特殊,括弧始,NIL,,ふしぎな老人,,0,15
それ,それ,それ,指示詞,名詞形態指示詞,NIL,,ふしぎな老人,,0,15
は,は,は,助詞,副助詞,NIL,,ふしぎな老人,,0,15
、,、,、,特殊,読点,NIL,,ふしぎな老人,,0,15
まだ,まだ,まだ,副詞,*,代表表記:まだ/まだ,,ふしぎな老人,,0,15
いえ,いえ,いえる,動詞,*,代表表記:癒える/いえる ドメイン:健康・医学 自他動詞:他:癒す/いやす,,ふしぎな老人,,0,15
ない,ない,ない,接尾辞,形容詞性述語接尾辞,代表表記:ない/ない,,ふしぎな老人,,0,15
。,。,。,特殊,句点,NIL,,ふしぎな老人,,0,15
わし,わし,わし,名詞,普通名詞,代表表記:わし/わし カテゴリ:人,,ふしぎな老人,,0,16
の,の,の,助詞,格助詞,NIL,,ふしぎな老人,,0,16
秘密だ,ひみつだ,秘密だ,形容詞,*,代表表記:秘密だ/ひみつだ,,ふしぎな老人,,0,16
から,から,から,助詞,格助詞,NIL,,ふしぎな老人,,0,16
ね,ね,ね,助詞,終助詞,NIL,,ふしぎな老人,,0,16
。,。,。,特殊,句点,NIL,,ふしぎな老人,,0,16
むろん,むろん,むろん,副詞,*,代表表記:無論/むろん,,ふしぎな老人,,0,17
、,、,、,特殊,読点,NIL,,ふしぎな老人,,0,17
何,なに,何,名詞,普通名詞,代表表記:何/なに カテゴリ:抽象物 漢字読み:訓,,ふしぎな老人,,0,17
か,か,か,助詞,接続助詞,NIL,,ふしぎな老人,,0,17
を,を,を,助詞,格助詞,NIL,,ふしぎな老人,,0,17
作って,つくって,作る,動詞,*,代表表記:作る/つくる,,ふしぎな老人,,0,17
いる,いる,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,,ふしぎな老人,,0,17
んだ,んだ,んだ,助動詞,*,NIL,,ふしぎな老人,,0,17
よ,よ,よ,助詞,終助詞,NIL,,ふしぎな老人,,0,17
。,。,。,特殊,句点,NIL,,ふしぎな老人,,0,17
すばらしい,すばらしい,すばらしい,形容詞,*,代表表記:素晴らしい/すばらしい,,ふしぎな老人,,0,18
もの,もの,もの,名詞,形式名詞,NIL,,ふしぎな老人,,0,18
だ,だ,だ,判定詞,*,NIL,,ふしぎな老人,,0,18
。,。,。,特殊,句点,NIL,,ふしぎな老人,,0,18
世界,せかい,世界,名詞,普通名詞,代表表記:世界/せかい カテゴリ:場所-その他,,ふしぎな老人,,0,19
じゅう,じゅう,じゅう,名詞,普通名詞,代表表記:住/じゅう ドメイン:家庭・暮らし カテゴリ:抽象物 漢字読み:音,,ふしぎな老人,,0,19
の,の,の,助詞,接続助詞,NIL,,ふしぎな老人,,0,19
