見出し,読み,原型,品詞,品詞細分類,意味情報,大見出し,中見出し,小見出し,見出し番号,文番号
正岡,まさおか,正岡,名詞,人名,人名:日本:姓:1321:0.00013,,インパーフェクト・クライム,,0,0
警部,けいぶ,警部,名詞,普通名詞,代表表記:警部/けいぶ ドメイン:政治 カテゴリ:人 人名末尾,,インパーフェクト・クライム,,0,0
が,が,が,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,0
鎌倉,かまくら,鎌倉,名詞,地名,代表表記:鎌倉/かまくら 地名:日本:神奈川県:市,,インパーフェクト・クライム,,0,0
署,しょ,署,名詞,普通名詞,代表表記:署/しょ ドメイン:政治 カテゴリ:場所-施設 漢字読み:音 組織名末尾,,インパーフェクト・クライム,,0,0
長,ちょう,長,名詞,普通名詞,代表表記:長/ちょう カテゴリ:人 漢字読み:音,,インパーフェクト・クライム,,0,0
の,の,の,助詞,接続助詞,NIL,,インパーフェクト・クライム,,0,0
顔色,かおいろ,顔色,名詞,普通名詞,代表表記:顔色/かおいろ カテゴリ:色,,インパーフェクト・クライム,,0,0
を,を,を,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,0
読む,よむ,読む,動詞,*,代表表記:読む/よむ,,インパーフェクト・クライム,,0,0
ように,ように,ようだ,助動詞,*,NIL,,インパーフェクト・クライム,,0,0
して,して,する,接尾辞,動詞性接尾辞,代表表記:する/する,,インパーフェクト・クライム,,0,0
尋ねた,たずねた,尋ねる,動詞,*,代表表記:尋ねる/たずねる,,インパーフェクト・クライム,,0,0
。,。,。,特殊,句点,NIL,,インパーフェクト・クライム,,0,0
と,と,と,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,1
いう,いう,いう,動詞,*,代表表記:言う/いう 補文ト,,インパーフェクト・クライム,,0,1
の,の,の,名詞,形式名詞,NIL,,インパーフェクト・クライム,,0,1
は,は,は,助詞,副助詞,NIL,,インパーフェクト・クライム,,0,1
署長,しょちょう,署長,名詞,普通名詞,代表表記:署長/しょちょう ドメイン:政治 カテゴリ:人,,インパーフェクト・クライム,,0,1
の,の,の,助詞,接続助詞,NIL,,インパーフェクト・クライム,,0,1
困惑,こんわく,困惑,名詞,サ変名詞,代表表記:困惑/こんわく カテゴリ:抽象物,,インパーフェクト・クライム,,0,1
した,した,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,,インパーフェクト・クライム,,0,1
表情,ひょうじょう,表情,名詞,普通名詞,代表表記:表情/ひょうじょう カテゴリ:抽象物,,インパーフェクト・クライム,,0,1
の,の,の,助詞,接続助詞,NIL,,インパーフェクト・クライム,,0,1
奥,おく,奥,名詞,普通名詞,代表表記:奥/おく カテゴリ:場所-機能 漢字読み:訓,,インパーフェクト・クライム,,0,1
に,に,に,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,1
、,、,、,特殊,読点,NIL,,インパーフェクト・クライム,,0,1
何だか,なんだか,何だか,副詞,*,代表表記:何だか/なんだか,,インパーフェクト・クライム,,0,1
妙な,みょうな,妙だ,形容詞,*,代表表記:妙だ/みょうだ,,インパーフェクト・クライム,,0,1
もの,もの,もの,名詞,形式名詞,NIL,,インパーフェクト・クライム,,0,1
が,が,が,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,1
、,、,、,特殊,読点,NIL,,インパーフェクト・クライム,,0,1
一縷,いちる,一縷,名詞,普通名詞,代表表記:一縷/いちる 自動獲得:EN_Wiktionary,,インパーフェクト・クライム,,0,1
の,の,の,助詞,接続助詞,NIL,,インパーフェクト・クライム,,0,1
希望,きぼう,希望,名詞,サ変名詞,代表表記:希望/きぼう カテゴリ:抽象物 補文ト,,インパーフェクト・クライム,,0,1
みたいな,みたいな,みたいだ,助動詞,*,NIL,,インパーフェクト・クライム,,0,1
もの,もの,もの,名詞,形式名詞,NIL,,インパーフェクト・クライム,,0,1
が,が,が,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,1
感じ,かんじ,感じる,動詞,*,代表表記:感じる/かんじる 補文ト,,インパーフェクト・クライム,,0,1
られた,られた,られる,接尾辞,動詞性接尾辞,代表表記:られる/られる,,インパーフェクト・クライム,,0,1
から,から,から,助詞,接続助詞,NIL,,インパーフェクト・クライム,,0,1
である,である,だ,判定詞,*,NIL,,インパーフェクト・クライム,,0,1
。,。,。,特殊,句点,NIL,,インパーフェクト・クライム,,0,1
「,「,「,特殊,括弧始,NIL,,インパーフェクト・クライム,,0,2
アア,アア,アア,未定義語,カタカナ,未知語:カタカナ 品詞推定:名詞,,インパーフェクト・クライム,,0,2
、,、,、,特殊,読点,NIL,,インパーフェクト・クライム,,0,2
その方,そのほう,その方,名詞,普通名詞,代表表記:其方/そのほう カテゴリ:人,,インパーフェクト・クライム,,0,2
の,の,の,助詞,接続助詞,NIL,,インパーフェクト・クライム,,0,2
証拠,しょうこ,証拠,名詞,普通名詞,代表表記:証拠/しょうこ ドメイン:政治 カテゴリ:抽象物,,インパーフェクト・クライム,,0,2
なら,なら,なら,助詞,副助詞,NIL,,インパーフェクト・クライム,,0,2
、,、,、,特殊,読点,NIL,,インパーフェクト・クライム,,0,2
少し,すこし,少し,副詞,*,代表表記:少し/すこし 修飾（デ格） 用言弱修飾 相対名詞修飾,,インパーフェクト・クライム,,0,2
ばかり,ばかり,ばかり,助詞,副助詞,NIL,,インパーフェクト・クライム,,0,2
蒐集,蒐集,蒐集,名詞,普通名詞,自動獲得:Wikipedia 読み不明 Wikipediaリダイレクト:コレクション,,インパーフェクト・クライム,,0,2
して,して,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,,インパーフェクト・クライム,,0,2
ある,ある,ある,接尾辞,動詞性接尾辞,代表表記:ある/ある,,インパーフェクト・クライム,,0,2
よ,よ,よ,助詞,終助詞,NIL,,インパーフェクト・クライム,,0,2
。,。,。,特殊,句点,NIL,,インパーフェクト・クライム,,0,2
第,だい,第,接頭辞,名詞接頭辞,代表表記:第/だい,,インパーフェクト・クライム,,0,3
一,いち,一,名詞,数詞,カテゴリ:数量,,インパーフェクト・クライム,,0,3
に,に,に,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,3
これ,これ,これ,指示詞,名詞形態指示詞,NIL,,インパーフェクト・クライム,,0,3
です,です,だ,判定詞,*,NIL,,インパーフェクト・クライム,,0,3
」,」,」,特殊,括弧終,NIL,,インパーフェクト・クライム,,0,3
署長,しょちょう,署長,名詞,普通名詞,代表表記:署長/しょちょう ドメイン:政治 カテゴリ:人,,インパーフェクト・クライム,,0,3
は,は,は,助詞,副助詞,NIL,,インパーフェクト・クライム,,0,3
果して,はたして,果す,動詞,*,代表表記:果たす/はたす 自他動詞:自:果てる/はてる,,インパーフェクト・クライム,,0,3
、,、,、,特殊,読点,NIL,,インパーフェクト・クライム,,0,3
待って,まって,待つ,動詞,*,代表表記:待つ/まつ,,インパーフェクト・クライム,,0,3
ました,ました,ます,接尾辞,動詞性接尾辞,代表表記:ます/ます,,インパーフェクト・クライム,,0,3
と,と,と,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,3
いう,いう,いう,動詞,*,代表表記:言う/いう 補文ト,,インパーフェクト・クライム,,0,3
調子,ちょうし,調子,名詞,普通名詞,代表表記:調子/ちょうし カテゴリ:抽象物,,インパーフェクト・クライム,,0,3
で,で,で,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,3
、,、,、,特殊,読点,NIL,,インパーフェクト・クライム,,0,3
ポケット,ぽけっと,ポケット,名詞,普通名詞,代表表記:ポケット/ぽけっと カテゴリ:人工物-その他,,インパーフェクト・クライム,,0,3
から,から,から,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,3
彼,かれ,彼,名詞,普通名詞,代表表記:彼/かれ カテゴリ:人 漢字読み:訓,,インパーフェクト・クライム,,0,3
の,の,の,助詞,接続助詞,NIL,,インパーフェクト・クライム,,0,3
常用,じょうよう,常用,名詞,サ変名詞,代表表記:常用/じょうよう カテゴリ:抽象物,,インパーフェクト・クライム,,0,3
の,の,の,助詞,接続助詞,NIL,,インパーフェクト・クライム,,0,3
シガレット,シガレット,シガレット,名詞,普通名詞,自動獲得:Wikipedia Wikipediaリダイレクト:紙巻きたばこ,,インパーフェクト・クライム,,0,3
・,・,・,特殊,記号,NIL,,インパーフェクト・クライム,,0,3
ケース,けーす,ケース,名詞,普通名詞,代表表記:ケース/けーす カテゴリ:人工物-その他;抽象物,,インパーフェクト・クライム,,0,3
を,を,を,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,3
取出す,とりだす,取出す,動詞,*,代表表記:取り出す/とりだす,,インパーフェクト・クライム,,0,3
と,と,と,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,3
、,、,、,特殊,読点,NIL,,インパーフェクト・クライム,,0,3
勿体,もったい,勿体,名詞,普通名詞,代表表記:勿体/もったい カテゴリ:抽象物,,インパーフェクト・クライム,,0,3
らしく,らしく,らしい,助動詞,*,NIL,,インパーフェクト・クライム,,0,3
それ,それ,それ,指示詞,名詞形態指示詞,NIL,,インパーフェクト・クライム,,0,3
を,を,を,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,3
開いて,あいて,開く,動詞,*,代表表記:開く/あく 反義:動詞:閉じる/とじる;動詞:閉まる/しまる 自他動詞:他:開ける/あける,,インパーフェクト・クライム,,0,3
見せた,みせた,見せる,動詞,*,代表表記:見せる/みせる 付属動詞候補（タ系） 使役動詞:見る/みる,,インパーフェクト・クライム,,0,3
。,。,。,特殊,句点,NIL,,インパーフェクト・クライム,,0,3
中,なか,中,名詞,普通名詞,代表表記:中/なか カテゴリ:場所-機能 漢字読み:訓,,インパーフェクト・クライム,,0,4
に,に,に,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,4
は,は,は,助詞,副助詞,NIL,,インパーフェクト・クライム,,0,4
エアシップ,エアシップ,エアシップ,名詞,普通名詞,自動獲得:Wikipedia Wikipediaページ内一覧:イノセント・ヴィーナス,,インパーフェクト・クライム,,0,4
が,が,が,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,4
二,に,二,名詞,数詞,カテゴリ:数量,,インパーフェクト・クライム,,0,4
本,ほん,本,接尾辞,名詞性名詞助数辞,代表表記:本/ほん 準内容語,,インパーフェクト・クライム,,0,4
と,と,と,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,4
、,、,、,特殊,読点,NIL,,インパーフェクト・クライム,,0,4
白紙,はくし,白紙,名詞,普通名詞,代表表記:白紙/はくし カテゴリ:人工物-その他,,インパーフェクト・クライム,,0,4
に,に,に,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,4
包んだ,くるんだ,包む,動詞,*,代表表記:包む/くるむ 自他動詞:自:包まる/くるまる,,インパーフェクト・クライム,,0,4
一,いち,一,名詞,数詞,カテゴリ:数量,,インパーフェクト・クライム,,0,4
枚,まい,枚,接尾辞,名詞性名詞助数辞,代表表記:枚/まい 準内容語,,インパーフェクト・クライム,,0,4
の,の,の,助詞,接続助詞,NIL,,インパーフェクト・クライム,,0,4
眼鏡,めがね,眼鏡,名詞,普通名詞,代表表記:眼鏡/めがね ドメイン:家庭・暮らし カテゴリ:人工物-その他,,インパーフェクト・クライム,,0,4
の,の,の,助詞,接続助詞,NIL,,インパーフェクト・クライム,,0,4
玉,たま,玉,名詞,普通名詞,代表表記:玉/たま カテゴリ:形・模様 漢字読み:訓,,インパーフェクト・クライム,,0,4
。,。,。,特殊,句点,NIL,,インパーフェクト・クライム,,0,4
云う,いう,云う,動詞,*,代表表記:言う/いう 補文ト,,インパーフェクト・クライム,,0,5
まで,まで,まで,助詞,接続助詞,NIL,,インパーフェクト・クライム,,0,5
も,も,も,助詞,副助詞,NIL,,インパーフェクト・クライム,,0,5
なく,なく,ない,形容詞,*,代表表記:無い/ない 反義:動詞:有る/ある,,インパーフェクト・クライム,,0,5
証拠,しょうこ,証拠,名詞,普通名詞,代表表記:証拠/しょうこ ドメイン:政治 カテゴリ:抽象物,,インパーフェクト・クライム,,0,5
品,しな,品,名詞,普通名詞,代表表記:品/しな カテゴリ:人工物-その他 漢字読み:訓,,インパーフェクト・クライム,,0,5
と,と,と,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,5
いう,いう,いう,動詞,*,代表表記:言う/いう 補文ト,,インパーフェクト・クライム,,0,5
の,の,の,名詞,形式名詞,NIL,,インパーフェクト・クライム,,0,5
は,は,は,助詞,副助詞,NIL,,インパーフェクト・クライム,,0,5
、,、,、,特殊,読点,NIL,,インパーフェクト・クライム,,0,5
眼鏡,めがね,眼鏡,名詞,普通名詞,代表表記:眼鏡/めがね ドメイン:家庭・暮らし カテゴリ:人工物-その他,,インパーフェクト・クライム,,0,5
の,の,の,助詞,接続助詞,NIL,,インパーフェクト・クライム,,0,5
玉,たま,玉,名詞,普通名詞,代表表記:玉/たま カテゴリ:形・模様 漢字読み:訓,,インパーフェクト・クライム,,0,5
の,の,の,助詞,接続助詞,NIL,,インパーフェクト・クライム,,0,5
方,ほう,方,名詞,副詞的名詞,代表表記:方/ほう,,インパーフェクト・クライム,,0,5
だ,だ,だ,判定詞,*,NIL,,インパーフェクト・クライム,,0,5
。,。,。,特殊,句点,NIL,,インパーフェクト・クライム,,0,5
「,「,「,特殊,括弧始,NIL,,インパーフェクト・クライム,,0,6
触っちゃ,さわっちゃ,触る,動詞,*,代表表記:触る/さわる,,インパーフェクト・クライム,,0,6
いけない,いけない,いけない,形容詞,*,代表表記:いけない/いけない,,インパーフェクト・クライム,,0,6
。,。,。,特殊,句点,NIL,,インパーフェクト・クライム,,0,6
実に,じつに,実に,副詞,*,代表表記:実に/じつに 用言弱修飾,,インパーフェクト・クライム,,0,7
ハッキリ,はっきり,ハッキリ,副詞,*,代表表記:ハッキリ/はっきり スル接続可能 修飾（ト格）,,インパーフェクト・クライム,,0,7
した,した,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,,インパーフェクト・クライム,,0,7
指紋,しもん,指紋,名詞,普通名詞,代表表記:指紋/しもん カテゴリ:形・模様,,インパーフェクト・クライム,,0,7
が,が,が,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,7
ついて,ついて,つく,動詞,*,代表表記:付く/つく 自他動詞:他:付ける/つける 補文ト 付属動詞候補（基本）,,インパーフェクト・クライム,,0,7
いる,いる,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,,インパーフェクト・クライム,,0,7
んだ,んだ,んだ,助動詞,*,NIL,,インパーフェクト・クライム,,0,7
。,。,。,特殊,句点,NIL,,インパーフェクト・クライム,,0,7
これ,これ,これ,指示詞,名詞形態指示詞,NIL,,インパーフェクト・クライム,,0,8
は,は,は,助詞,副助詞,NIL,,インパーフェクト・クライム,,0,8
もう,もう,もう,副詞,*,代表表記:もう/もう 数量修飾,,インパーフェクト・クライム,,0,8
一,いち,一,名詞,数詞,カテゴリ:数量,,インパーフェクト・クライム,,0,8
つ,つ,つ,接尾辞,名詞性名詞助数辞,代表表記:つ/つ 準内容語 連語由来,,インパーフェクト・クライム,,0,8
の,の,の,助詞,接続助詞,NIL,,インパーフェクト・クライム,,0,8
指紋,しもん,指紋,名詞,普通名詞,代表表記:指紋/しもん カテゴリ:形・模様,,インパーフェクト・クライム,,0,8
と,と,と,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,8
一緒に,いっしょに,一緒だ,形容詞,*,代表表記:一緒だ/いっしょだ,,インパーフェクト・クライム,,0,8
写真,しゃしん,写真,名詞,普通名詞,代表表記:写真/しゃしん ドメイン:文化・芸術;メディア カテゴリ:人工物-その他,,インパーフェクト・クライム,,0,8
に,に,に,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,8
撮って,とって,撮る,動詞,*,代表表記:撮る/とる ドメイン:文化・芸術 自他動詞:自:撮れる/とれる,,インパーフェクト・クライム,,0,8
、,、,、,特殊,読点,NIL,,インパーフェクト・クライム,,0,8
今頃,いまごろ,今頃,名詞,時相名詞,代表表記:今頃/いまごろ カテゴリ:時間,,インパーフェクト・クライム,,0,8
は,は,は,助詞,副助詞,NIL,,インパーフェクト・クライム,,0,8
署,しょ,署,名詞,普通名詞,代表表記:署/しょ ドメイン:政治 カテゴリ:場所-施設 漢字読み:音 組織名末尾,,インパーフェクト・クライム,,0,8
の,の,の,助詞,接続助詞,NIL,,インパーフェクト・クライム,,0,8
方,ほう,方,名詞,副詞的名詞,代表表記:方/ほう,,インパーフェクト・クライム,,0,8
で,で,で,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,8
現像,げんぞう,現像,名詞,サ変名詞,代表表記:現像/げんぞう ドメイン:文化・芸術 カテゴリ:抽象物,,インパーフェクト・クライム,,0,8
が,が,が,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,8
出来て,できて,出来る,動詞,*,代表表記:出来る/できる,,インパーフェクト・クライム,,0,8
いる,いる,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,,インパーフェクト・クライム,,0,8
時分,じぶん,時分,名詞,時相名詞,代表表記:時分/じぶん カテゴリ:時間,,インパーフェクト・クライム,,0,8
です,です,だ,判定詞,*,NIL,,インパーフェクト・クライム,,0,8
」,」,」,特殊,括弧終,NIL,,インパーフェクト・クライム,,0,8
「,「,「,特殊,括弧始,NIL,,インパーフェクト・クライム,,0,8
つまり,つまり,つまり,副詞,*,代表表記:つまり/つまり,,インパーフェクト・クライム,,0,8
その,その,その,指示詞,連体詞形態指示詞,NIL,,インパーフェクト・クライム,,0,8
眼鏡,めがね,眼鏡,名詞,普通名詞,代表表記:眼鏡/めがね ドメイン:家庭・暮らし カテゴリ:人工物-その他,,インパーフェクト・クライム,,0,8
の,の,の,助詞,接続助詞,NIL,,インパーフェクト・クライム,,0,8
玉,たま,玉,名詞,普通名詞,代表表記:玉/たま カテゴリ:形・模様 漢字読み:訓,,インパーフェクト・クライム,,0,8
が,が,が,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,8
、,、,、,特殊,読点,NIL,,インパーフェクト・クライム,,0,8
この,この,この,指示詞,連体詞形態指示詞,NIL,,インパーフェクト・クライム,,0,8
部屋,へや,部屋,名詞,普通名詞,代表表記:部屋/へや ドメイン:家庭・暮らし カテゴリ:場所-施設,,インパーフェクト・クライム,,0,8
に,に,に,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,8
落ちて,おちて,落ちる,動詞,*,代表表記:落ちる/おちる 反義:動詞:受かる/うかる;動詞:昇る/のぼる 自他動詞:他:落とす/おとす 付属動詞候補（基本）,,インパーフェクト・クライム,,0,8
いた,いた,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,,インパーフェクト・クライム,,0,8
と,と,と,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,8
いう,いう,いう,動詞,*,代表表記:言う/いう 補文ト,,インパーフェクト・クライム,,0,8
訳,やく,訳,名詞,普通名詞,代表表記:訳/やく ドメイン:文化・芸術 カテゴリ:抽象物 漢字読み:音,,インパーフェクト・クライム,,0,8
です,です,だ,判定詞,*,NIL,,インパーフェクト・クライム,,0,8
ね,ね,ね,助詞,終助詞,NIL,,インパーフェクト・クライム,,0,8
。,。,。,特殊,句点,NIL,,インパーフェクト・クライム,,0,8
近眼,きんがん,近眼,名詞,普通名詞,代表表記:近眼/きんがん ドメイン:健康・医学 カテゴリ:抽象物,,インパーフェクト・クライム,,0,9
鏡,かがみ,鏡,名詞,普通名詞,代表表記:鏡/かがみ ドメイン:家庭・暮らし カテゴリ:人工物-その他 漢字読み:訓,,インパーフェクト・クライム,,0,9
らしい,らしい,らしい,助動詞,*,NIL,,インパーフェクト・クライム,,0,9
ね,ね,ね,助詞,終助詞,NIL,,インパーフェクト・クライム,,0,9
。,。,。,特殊,句点,NIL,,インパーフェクト・クライム,,0,9
で,で,で,接続詞,*,代表表記:で/で,,インパーフェクト・クライム,,0,10
、,、,、,特殊,読点,NIL,,インパーフェクト・クライム,,0,10
もう,もう,もう,副詞,*,代表表記:もう/もう 数量修飾,,インパーフェクト・クライム,,0,10
一,いち,一,名詞,数詞,カテゴリ:数量,,インパーフェクト・クライム,,0,10
つ,つ,つ,接尾辞,名詞性名詞助数辞,代表表記:つ/つ 準内容語 連語由来,,インパーフェクト・クライム,,0,10
の,の,の,助詞,接続助詞,NIL,,インパーフェクト・クライム,,0,10
指紋,しもん,指紋,名詞,普通名詞,代表表記:指紋/しもん カテゴリ:形・模様,,インパーフェクト・クライム,,0,10
って,って,って,助詞,副助詞,NIL,,インパーフェクト・クライム,,0,10
いう,いう,いう,動詞,*,代表表記:言う/いう 補文ト,,インパーフェクト・クライム,,0,10
の,の,の,名詞,形式名詞,NIL,,インパーフェクト・クライム,,0,10
は,は,は,助詞,副助詞,NIL,,インパーフェクト・クライム,,0,10
、,、,、,特殊,読点,NIL,,インパーフェクト・クライム,,0,10
一体,いったい,一体,副詞,*,代表表記:一体/いったい,,インパーフェクト・クライム,,0,10
どこ,どこ,どこ,指示詞,名詞形態指示詞,代表表記:どこ/どこ,,インパーフェクト・クライム,,0,10
に,に,に,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,10
あった,あった,ある,動詞,*,代表表記:有る/ある 反義:形容詞:無い/ない 補文ト,,インパーフェクト・クライム,,0,10
んです,んです,んだ,助動詞,*,NIL,,インパーフェクト・クライム,,0,10
」,」,」,特殊,括弧終,NIL,,インパーフェクト・クライム,,0,10
正岡,まさおか,正岡,名詞,人名,人名:日本:姓:1321:0.00013,,インパーフェクト・クライム,,0,10
名,めい,名,接頭辞,名詞接頭辞,代表表記:名/めい 内容語,,インパーフェクト・クライム,,0,10
探偵,たんてい,探偵,名詞,サ変名詞,代表表記:探偵/たんてい カテゴリ:人,,インパーフェクト・クライム,,0,10
の,の,の,助詞,接続助詞,NIL,,インパーフェクト・クライム,,0,10
顔,かお,顔,名詞,普通名詞,代表表記:顔/かお カテゴリ:動物-部位 漢字読み:訓,,インパーフェクト・クライム,,0,10
が,が,が,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,10
一,いち,一,名詞,数詞,カテゴリ:数量,,インパーフェクト・クライム,,0,10
寸,すん,寸,接尾辞,名詞性名詞助数辞,代表表記:寸/すん 準内容語,,インパーフェクト・クライム,,0,10
緊張,きんちょう,緊張,名詞,サ変名詞,代表表記:緊張/きんちょう カテゴリ:抽象物,,インパーフェクト・クライム,,0,10
して,して,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,,インパーフェクト・クライム,,0,10
、,、,、,特殊,読点,NIL,,インパーフェクト・クライム,,0,10
鋭い,するどい,鋭い,形容詞,*,代表表記:鋭い/するどい 反義:形容詞:鈍い/にぶい,,インパーフェクト・クライム,,0,10
両眼,りょうがん,両眼,名詞,普通名詞,代表表記:両眼/りょうがん ドメイン:健康・医学 カテゴリ:抽象物,,インパーフェクト・クライム,,0,10
が,が,が,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,10
一,いち,一,名詞,数詞,カテゴリ:数量,,インパーフェクト・クライム,,0,10
際,さい,際,名詞,普通名詞,代表表記:際/さい カテゴリ:時間 漢字読み:音,,インパーフェクト・クライム,,0,10
光って,ひかって,光る,動詞,*,代表表記:光る/ひかる 名詞派生:光/ひかり,,インパーフェクト・クライム,,0,10
見えた,みえた,見える,動詞,*,代表表記:見える/みえる 自他動詞:他:見る/みる,,インパーフェクト・クライム,,0,10
。,。,。,特殊,句点,NIL,,インパーフェクト・クライム,,0,10
「,「,「,特殊,括弧始,NIL,,インパーフェクト・クライム,,0,11
海岸,かいがん,海岸,名詞,普通名詞,代表表記:海岸/かいがん カテゴリ:場所-自然,,インパーフェクト・クライム,,0,11
の,の,の,助詞,接続助詞,NIL,,インパーフェクト・クライム,,0,11
方,かた,方,名詞,普通名詞,代表表記:方/かた カテゴリ:抽象物 漢字読み:訓,,インパーフェクト・クライム,,0,11
に,に,に,助詞,格助詞,NIL,,インパーフェクト・クライム,,0,11
