表層形,品詞,品詞細分類(1),品詞細分類(2),品詞細分類(3),活用型,活用形,原形,読み,発音,カテゴリー,章番号,文番号
未読,名詞,一般,*,*,*,*,未読,ミドク,ミドク,＊作中、ディクスン・カー著『皇帝のかぎ煙草入れ』のトリックに言及されています,0,0
の,助詞,連体化,*,*,*,*,の,ノ,ノ,＊作中、ディクスン・カー著『皇帝のかぎ煙草入れ』のトリックに言及されています,0,0
方,名詞,非自立,一般,*,*,*,方,ホウ,ホー,＊作中、ディクスン・カー著『皇帝のかぎ煙草入れ』のトリックに言及されています,0,0
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,＊作中、ディクスン・カー著『皇帝のかぎ煙草入れ』のトリックに言及されています,0,0
ご,接頭詞,名詞接続,*,*,*,*,ご,ゴ,ゴ,＊作中、ディクスン・カー著『皇帝のかぎ煙草入れ』のトリックに言及されています,0,0
注意,名詞,サ変接続,*,*,*,*,注意,チュウイ,チューイ,＊作中、ディクスン・カー著『皇帝のかぎ煙草入れ』のトリックに言及されています,0,0
ください,動詞,非自立,*,*,五段・ラ行特殊,命令ｉ,くださる,クダサイ,クダサイ,＊作中、ディクスン・カー著『皇帝のかぎ煙草入れ』のトリックに言及されています,0,0
。,記号,句点,*,*,*,*,。,。,。,＊作中、ディクスン・カー著『皇帝のかぎ煙草入れ』のトリックに言及されています,0,0
シナリオ・ライター,名詞,固有名詞,一般,*,*,*,シナリオ・ライター,シナリオライター,シナリオライター,一,1,0
北村,名詞,固有名詞,人名,姓,*,*,北村,キタムラ,キタムラ,一,1,0
克彦,名詞,固有名詞,人名,名,*,*,克彦,カツヒコ,カツヒコ,一,1,0
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,一,1,0
、,記号,読点,*,*,*,*,、,、,、,一,1,0
股野,名詞,固有名詞,人名,姓,*,*,股野,マタノ,マタノ,一,1,0
重郎,名詞,固有名詞,人名,名,*,*,重郎,シゲオ,シゲオ,一,1,0
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,一,1,0
訪ねる,動詞,自立,*,*,一段,基本形,訪ねる,タズネル,タズネル,一,1,0
ため,名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ,一,1,0
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,一,1,0
、,記号,読点,*,*,*,*,、,、,、,一,1,0
その,連体詞,*,*,*,*,*,その,ソノ,ソノ,一,1,0
門前,名詞,一般,*,*,*,*,門前,モンゼン,モンゼン,一,1,0
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,一,1,0
近づい,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,近づく,チカヅイ,チカズイ,一,1,0
て,助詞,接続助詞,*,*,*,*,て,テ,テ,一,1,0
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ,一,1,0
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,一,1,0
。,記号,句点,*,*,*,*,。,。,。,一,1,0
東,名詞,一般,*,*,*,*,東,ヒガシ,ヒガシ,一,1,1
の,助詞,連体化,*,*,*,*,の,ノ,ノ,一,1,1
空,名詞,一般,*,*,*,*,空,ソラ,ソラ,一,1,1
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,一,1,1
、,記号,読点,*,*,*,*,、,、,、,一,1,1
