表層形,品詞,品詞細分類(1),品詞細分類(2),品詞細分類(3),活用型,活用形,原形,読み,発音,カテゴリー
ある,連体詞,*,*,*,*,*,ある,アル,アル,あやしい人造人間
夕方,名詞,副詞可能,*,*,*,*,夕方,ユウガタ,ユーガタ,あやしい人造人間
、,記号,読点,*,*,*,*,、,、,、,あやしい人造人間
千代田区,名詞,固有名詞,地域,一般,*,*,千代田区,チヨダク,チヨダク,あやしい人造人間
の,助詞,連体化,*,*,*,*,の,ノ,ノ,あやしい人造人間
大きな,連体詞,*,*,*,*,*,大きな,オオキナ,オーキナ,あやしい人造人間
や,助詞,並立助詞,*,*,*,*,や,ヤ,ヤ,あやしい人造人間
しき,名詞,一般,*,*,*,*,しき,シキ,シキ,あやしい人造人間
ばかり,助詞,副助詞,*,*,*,*,ばかり,バカリ,バカリ,あやしい人造人間
の,助詞,連体化,*,*,*,*,の,ノ,ノ,あやしい人造人間
さびしい,形容詞,自立,*,*,形容詞・イ段,基本形,さびしい,サビシイ,サビシイ,あやしい人造人間
町,名詞,一般,*,*,*,*,町,マチ,マチ,あやしい人造人間
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,あやしい人造人間
、,記号,読点,*,*,*,*,、,、,、,あやしい人造人間
ふたり,名詞,一般,*,*,*,*,ふたり,フタリ,フタリ,あやしい人造人間
の,助詞,連体化,*,*,*,*,の,ノ,ノ,あやしい人造人間
学生服,名詞,固有名詞,一般,*,*,*,学生服,ガクセイフク,ガクセイフク,あやしい人造人間
の,助詞,連体化,*,*,*,*,の,ノ,ノ,あやしい人造人間
少年,名詞,一般,*,*,*,*,少年,ショウネン,ショーネン,あやしい人造人間
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,あやしい人造人間
、,記号,読点,*,*,*,*,、,、,、,あやしい人造人間
歩い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,歩く,アルイ,アルイ,あやしい人造人間
て,助詞,接続助詞,*,*,*,*,て,テ,テ,あやしい人造人間
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ,あやしい人造人間
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,あやしい人造人間
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,あやしい人造人間
。,記号,句点,*,*,*,*,。,。,。,あやしい人造人間
大きい,形容詞,自立,*,*,形容詞・イ段,基本形,大きい,オオキイ,オーキイ,あやしい人造人間
ほう,名詞,非自立,一般,*,*,*,ほう,ホウ,ホー,あやしい人造人間
の,助詞,連体化,*,*,*,*,の,ノ,ノ,あやしい人造人間
十四,名詞,固有名詞,人名,名,*,*,十四,トシ,トシ,あやしい人造人間
―,記号,一般,*,*,*,*,―,―,―,あやしい人造人間
五,名詞,数,*,*,*,*,五,ゴ,ゴ,あやしい人造人間
歳,名詞,接尾,助数詞,*,*,*,歳,サイ,サイ,あやしい人造人間
の,助詞,連体化,*,*,*,*,の,ノ,ノ,あやしい人造人間
少年,名詞,一般,*,*,*,*,少年,ショウネン,ショーネン,あやしい人造人間
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,あやしい人造人間
、,記号,読点,*,*,*,*,、,、,、,あやしい人造人間
名探偵明智小五郎,名詞,固有名詞,一般,*,*,*,名探偵・明智小五郎,メイタンテイアケチコゴロウ,メイタンテイアケチコゴロー,あやしい人造人間
の,助詞,連体化,*,*,*,*,の,ノ,ノ,あやしい人造人間
少年,名詞,一般,*,*,*,*,少年,ショウネン,ショーネン,あやしい人造人間
助手,名詞,一般,*,*,*,*,助手,ジョシュ,ジョシュ,あやしい人造人間
として,助詞,格助詞,連語,*,*,*,として,トシテ,トシテ,あやしい人造人間
、,記号,読点,*,*,*,*,、,、,、,あやしい人造人間
また,接続詞,*,*,*,*,*,また,マタ,マタ,あやしい人造人間
、,記号,読点,*,*,*,*,、,、,、,あやしい人造人間
少年探偵団,名詞,固有名詞,組織,*,*,*,少年探偵団,ショウネンタンテイダン,ショーネンタンテイダン,あやしい人造人間
の,助詞,連体化,*,*,*,*,の,ノ,ノ,あやしい人造人間
団長,名詞,一般,*,*,*,*,団長,ダンチョウ,ダンチョー,あやしい人造人間
として,助詞,格助詞,連語,*,*,*,として,トシテ,トシテ,あやしい人造人間
、,記号,読点,*,*,*,*,、,、,、,あやしい人造人間
よく,副詞,一般,*,*,*,*,よく,ヨク,ヨク,あやしい人造人間
知ら,動詞,自立,*,*,五段・ラ行,未然形,知る,シラ,シラ,あやしい人造人間
れ,動詞,接尾,*,*,一段,連用形,れる,レ,レ,あやしい人造人間
て,助詞,接続助詞,*,*,*,*,て,テ,テ,あやしい人造人間
いる,動詞,非自立,*,*,一段,基本形,いる,イル,イル,あやしい人造人間
小林芳雄,名詞,固有名詞,人名,一般,*,*,小林芳雄,コバヤシヨシオ,コバヤシヨシオ,あやしい人造人間
君,名詞,接尾,人名,*,*,*,君,クン,クン,あやしい人造人間
でし,助動詞,*,*,*,特殊・デス,連用形,です,デシ,デシ,あやしい人造人間
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,あやしい人造人間
。,記号,句点,*,*,*,*,。,。,。,あやしい人造人間
もう,副詞,一般,*,*,*,*,もう,モウ,モー,あやしい人造人間
ひとり,名詞,一般,*,*,*,*,ひとり,ヒトリ,ヒトリ,あやしい人造人間
の,助詞,連体化,*,*,*,*,の,ノ,ノ,あやしい人造人間
少年,名詞,一般,*,*,*,*,少年,ショウネン,ショーネン,あやしい人造人間
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,あやしい人造人間
、,記号,読点,*,*,*,*,、,、,、,あやしい人造人間
少年探偵団,名詞,固有名詞,組織,*,*,*,少年探偵団,ショウネンタンテイダン,ショーネンタンテイダン,あやしい人造人間
の,助詞,連体化,*,*,*,*,の,ノ,ノ,あやしい人造人間
団員,名詞,一般,*,*,*,*,団員,ダンイン,ダンイン,あやしい人造人間
で,助詞,格助詞,一般,*,*,*,で,デ,デ,あやしい人造人間
、,記号,読点,*,*,*,*,、,、,、,あやしい人造人間
小学校,名詞,一般,*,*,*,*,小学校,ショウガッコウ,ショーガッコー,あやしい人造人間
六,名詞,数,*,*,*,*,六,ロク,ロク,あやしい人造人間
年生,名詞,接尾,助数詞,*,*,*,年生,ネンセイ,ネンセイ,あやしい人造人間
の,助詞,連体化,*,*,*,*,の,ノ,ノ,あやしい人造人間
野呂,名詞,固有名詞,人名,姓,*,*,野呂,ノロ,ノロ,あやしい人造人間
一平,名詞,固有名詞,人名,名,*,*,一平,イッペイ,イッペイ,あやしい人造人間
君,名詞,接尾,人名,*,*,*,君,クン,クン,あやしい人造人間
という,助詞,格助詞,連語,*,*,*,という,トイウ,トユウ,あやしい人造人間
、,記号,読点,*,*,*,*,、,、,、,あやしい人造人間
おどけ,名詞,一般,*,*,*,*,おどけ,オドケ,オドケ,あやしい人造人間
ものの,助詞,接続助詞,*,*,*,*,ものの,モノノ,モノノ,あやしい人造人間
、,記号,読点,*,*,*,*,、,、,、,あやしい人造人間
おもしろい,形容詞,自立,*,*,形容詞・アウオ段,基本形,おもしろい,オモシロイ,オモシロイ,あやしい人造人間
少年,名詞,一般,*,*,*,*,少年,ショウネン,ショーネン,あやしい人造人間
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,あやしい人造人間
。,記号,句点,*,*,*,*,。,。,。,あやしい人造人間
「,記号,括弧開,*,*,*,*,「,「,「,あやしい人造人間
なにか,副詞,助詞類接続,*,*,*,*,なにか,ナニカ,ナニカ,あやしい人造人間
、,記号,読点,*,*,*,*,、,、,、,あやしい人造人間
すばらしい,形容詞,自立,*,*,形容詞・イ段,基本形,すばらしい,スバラシイ,スバラシイ,あやしい人造人間
事件,名詞,一般,*,*,*,*,事件,ジケン,ジケン,あやしい人造人間
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,あやしい人造人間
おこら,動詞,自立,*,*,五段・ラ行,未然形,おこる,オコラ,オコラ,あやしい人造人間
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,あやしい人造人間
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,あやしい人造人間
なあ,助詞,終助詞,*,*,*,*,なあ,ナア,ナー,あやしい人造人間
。,記号,句点,*,*,*,*,。,。,。,あやしい人造人間
怪人二十面相,名詞,固有名詞,一般,*,*,*,怪人二十面相,カイジンニジュウメンソウ,カイジンニジューメンソー,あやしい人造人間
も,助詞,係助詞,*,*,*,*,も,モ,モ,あやしい人造人間
、,記号,読点,*,*,*,*,、,、,、,あやしい人造人間
ひさしく,形容詞,自立,*,*,形容詞・イ段,連用テ接続,ひさしい,ヒサシク,ヒサシク,あやしい人造人間
あらわれ,動詞,自立,*,*,一段,未然形,あらわれる,アラワレ,アラワレ,あやしい人造人間
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,あやしい人造人間
し,助詞,接続助詞,*,*,*,*,し,シ,シ,あやしい人造人間
、,記号,読点,*,*,*,*,、,、,、,あやしい人造人間
ぼく,名詞,代名詞,一般,*,*,*,ぼく,ボク,ボク,あやしい人造人間
、,記号,読点,*,*,*,*,、,、,、,あやしい人造人間
この,連体詞,*,*,*,*,*,この,コノ,コノ,あやしい人造人間
う,感動詞,*,*,*,*,*,う,ウ,ウ,あやしい人造人間
で,接続詞,*,*,*,*,*,で,デ,デ,あやしい人造人間
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,あやしい人造人間
鳴っ,動詞,自立,*,*,五段・ラ行,連用タ接続,鳴る,ナッ,ナッ,あやしい人造人間
て,助詞,接続助詞,*,*,*,*,て,テ,テ,あやしい人造人間
しかた,名詞,ナイ形容詞語幹,*,*,*,*,しかた,シカタ,シカタ,あやしい人造人間
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,あやしい人造人間
ない,形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,あやしい人造人間
よ,助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,あやしい人造人間
。,記号,句点,*,*,*,*,。,。,。,あやしい人造人間
」,記号,括弧閉,*,*,*,*,」,」,」,あやしい人造人間
ノロ,名詞,一般,*,*,*,*,ノロ,ノロ,ノロ,あやしい人造人間
ちゃん,名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,あやしい人造人間
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,あやしい人造人間
、,記号,読点,*,*,*,*,、,、,、,あやしい人造人間
う,感動詞,*,*,*,*,*,う,ウ,ウ,あやしい人造人間
で,接続詞,*,*,*,*,*,で,デ,デ,あやしい人造人間
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,あやしい人造人間
さすり,動詞,自立,*,*,五段・ラ行,連用形,さする,サスリ,サスリ,あやしい人造人間
ながら,助詞,接続助詞,*,*,*,*,ながら,ナガラ,ナガラ,あやしい人造人間
、,記号,読点,*,*,*,*,、,、,、,あやしい人造人間
いい,動詞,自立,*,*,五段・ワ行促音便,連用形,いう,イイ,イイ,あやしい人造人間
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,あやしい人造人間
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,あやしい人造人間
。,記号,句点,*,*,*,*,。,。,。,あやしい人造人間
ノロ,名詞,一般,*,*,*,*,ノロ,ノロ,ノロ,あやしい人造人間
ちゃん,名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,あやしい人造人間
という,助詞,格助詞,連語,*,*,*,という,トイウ,トユウ,あやしい人造人間
の,名詞,非自立,一般,*,*,*,の,ノ,ノ,あやしい人造人間
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,あやしい人造人間
、,記号,読点,*,*,*,*,、,、,、,あやしい人造人間
野呂,名詞,固有名詞,人名,姓,*,*,野呂,ノロ,ノロ,あやしい人造人間
一平,名詞,固有名詞,人名,名,*,*,一平,イッペイ,イッペイ,あやしい人造人間
君,名詞,接尾,人名,*,*,*,君,クン,クン,あやしい人造人間
の,助詞,連体化,*,*,*,*,の,ノ,ノ,あやしい人造人間
愛称,名詞,一般,*,*,*,*,愛称,アイショウ,アイショー,あやしい人造人間
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,あやしい人造人間
の,名詞,非自立,一般,*,*,*,の,ノ,ノ,あやしい人造人間
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,あやしい人造人間
。,記号,句点,*,*,*,*,。,。,。,あやしい人造人間
「,記号,括弧開,*,*,*,*,「,「,「,あやしい人造人間
バカ,名詞,一般,*,*,*,*,バカ,バカ,バカ,あやしい人造人間
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,あやしい人造人間
なあ,助詞,終助詞,*,*,*,*,なあ,ナア,ナー,あやしい人造人間
。,記号,句点,*,*,*,*,。,。,。,あやしい人造人間
世間,名詞,一般,*,*,*,*,世間,セケン,セケン,あやしい人造人間
の,助詞,連体化,*,*,*,*,の,ノ,ノ,あやしい人造人間
人,名詞,一般,*,*,*,*,人,ヒト,ヒト,あやしい人造人間
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,あやしい人造人間
、,記号,読点,*,*,*,*,、,、,、,あやしい人造人間
こわがっ,動詞,自立,*,*,五段・ラ行,連用タ接続,こわがる,コワガッ,コワガッ,あやしい人造人間
て,助詞,接続助詞,*,*,*,*,て,テ,テ,あやしい人造人間
、,記号,読点,*,*,*,*,、,、,、,あやしい人造人間
さわぐ,動詞,自立,*,*,五段・ガ行,基本形,さわぐ,サワグ,サワグ,あやしい人造人間
の,名詞,非自立,一般,*,*,*,の,ノ,ノ,あやしい人造人間
