表層形,品詞,品詞細分類(1),品詞細分類(2),品詞細分類(3),活用型,活用形,原形,読み,発音,カテゴリー,章番号,文番号
で,助詞,格助詞,一般,*,*,*,で,デ,デ,大時計の怪,11,114
気,名詞,一般,*,*,*,*,気,キ,キ,大時計の怪,11,114
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,大時計の怪,11,114
うしなっ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,うしなう,ウシナッ,ウシナッ,大時計の怪,11,114
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,大時計の怪,11,114
玉村,名詞,固有名詞,人名,姓,*,*,玉村,タマムラ,タマムラ,大時計の怪,11,114
さん,名詞,接尾,人名,*,*,*,さん,サン,サン,大時計の怪,11,114
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,大時計の怪,11,114
、,記号,読点,*,*,*,*,、,、,、,大時計の怪,11,114
木箱,名詞,固有名詞,人名,一般,*,*,木箱,キバコ,キバコ,大時計の怪,11,114
の,助詞,連体化,*,*,*,*,の,ノ,ノ,大時計の怪,11,114
中,名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,大時計の怪,11,114
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,大時計の怪,11,114
ねかさ,動詞,自立,*,*,五段・サ行,未然形,ねかす,ネカサ,ネカサ,大時計の怪,11,114
れ,動詞,接尾,*,*,一段,連用形,れる,レ,レ,大時計の怪,11,114
、,記号,読点,*,*,*,*,、,、,、,大時計の怪,11,114
箱,名詞,一般,*,*,*,*,箱,ハコ,ハコ,大時計の怪,11,114
の,助詞,連体化,*,*,*,*,の,ノ,ノ,大時計の怪,11,114
ふた,名詞,一般,*,*,*,*,ふた,フタ,フタ,大時計の怪,11,114
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,大時計の怪,11,114
くぎづけ,名詞,一般,*,*,*,*,くぎづけ,クギヅケ,クギズケ,大時計の怪,11,114
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,大時計の怪,11,114
なり,動詞,自立,*,*,五段・ラ行,連用形,なる,ナリ,ナリ,大時計の怪,11,114
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,大時計の怪,11,114
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,大時計の怪,11,114
。,記号,句点,*,*,*,*,。,。,。,大時計の怪,11,114
にせ,動詞,自立,*,*,一段,連用形,にせる,ニセ,ニセ,大時計の怪,11,115
の,助詞,連体化,*,*,*,*,の,ノ,ノ,大時計の怪,11,115
玉村,名詞,固有名詞,人名,姓,*,*,玉村,タマムラ,タマムラ,大時計の怪,11,115
さん,名詞,接尾,人名,*,*,*,さん,サン,サン,大時計の怪,11,115
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,大時計の怪,11,115
、,記号,読点,*,*,*,*,、,、,、,大時計の怪,11,115
ゆったり,副詞,助詞類接続,*,*,*,*,ゆったり,ユッタリ,ユッタリ,大時計の怪,11,115
と,助詞,副詞化,*,*,*,*,と,ト,ト,大時計の怪,11,115
安楽いす,名詞,一般,*,*,*,*,安楽いす,アンラクイス,アンラクイス,大時計の怪,11,115
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,大時計の怪,11,115
こしかけ,動詞,自立,*,*,一段,連用形,こしかける,コシカケ,コシカケ,大時計の怪,11,115
て,助詞,接続助詞,*,*,*,*,て,テ,テ,大時計の怪,11,115
、,記号,読点,*,*,*,*,、,、,、,大時計の怪,11,115
さも,副詞,一般,*,*,*,*,さも,サモ,サモ,大時計の怪,11,115
社長,名詞,一般,*,*,*,*,社長,シャチョウ,シャチョー,大時計の怪,11,115
さん,名詞,接尾,人名,*,*,*,さん,サン,サン,大時計の怪,11,115
らしい,助動詞,*,*,*,形容詞・イ段,基本形,らしい,ラシイ,ラシイ,大時計の怪,11,115
口ぶり,名詞,一般,*,*,*,*,口ぶり,クチブリ,クチブリ,大時計の怪,11,115
で,助詞,格助詞,一般,*,*,*,で,デ,デ,大時計の怪,11,115
、,記号,読点,*,*,*,*,、,、,、,大時計の怪,11,115
さしず,名詞,サ変接続,*,*,*,*,指図,サシズ,サシズ,大時計の怪,11,115
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,大時計の怪,11,115
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,大時計の怪,11,115
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,大時計の怪,11,115
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,大時計の怪,11,115
。,記号,句点,*,*,*,*,。,。,。,大時計の怪,11,115
「,記号,括弧開,*,*,*,*,「,「,「,大時計の怪,11,116
小林,名詞,固有名詞,人名,姓,*,*,小林,コバヤシ,コバヤシ,大時計の怪,11,116
君,名詞,接尾,人名,*,*,*,君,クン,クン,大時計の怪,11,116
、,記号,読点,*,*,*,*,、,、,、,大時計の怪,11,116
ドア,名詞,一般,*,*,*,*,ドア,ドア,ドア,大時計の怪,11,116
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,大時計の怪,11,116
あけ,動詞,自立,*,*,一段,連用形,あける,アケ,アケ,大時計の怪,11,116
て,助詞,接続助詞,*,*,*,*,て,テ,テ,大時計の怪,11,116
、,記号,読点,*,*,*,*,、,、,、,大時計の怪,11,116
店,名詞,一般,*,*,*,*,店,ミセ,ミセ,大時計の怪,11,116
の,助詞,連体化,*,*,*,*,の,ノ,ノ,大時計の怪,11,116
もの,名詞,非自立,一般,*,*,*,もの,モノ,モノ,大時計の怪,11,116
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,大時計の怪,11,116
よん,動詞,自立,*,*,五段・バ行,連用タ接続,よぶ,ヨン,ヨン,大時計の怪,11,116
で,助詞,接続助詞,*,*,*,*,で,デ,デ,大時計の怪,11,116
くださら,動詞,自立,*,*,五段・ラ行特殊,未然形,くださる,クダサラ,クダサラ,大時計の怪,11,116
ん,助動詞,*,*,*,不変化型,基本形,ん,ン,ン,大時計の怪,11,116
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,大時計の怪,11,116
。,記号,句点,*,*,*,*,。,。,。,大時計の怪,11,116
」,記号,括弧閉,*,*,*,*,」,」,」,大時計の怪,11,117
小林少年,名詞,固有名詞,一般,*,*,*,小林少年,コバヤシショウネン,コバヤシショーネン,大時計の怪,11,117
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,大時計の怪,11,117
、,記号,読点,*,*,*,*,、,、,、,大時計の怪,11,117
いう,動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,大時計の怪,11,117
まで,助詞,副助詞,*,*,*,*,まで,マデ,マデ,大時計の怪,11,117
も,助詞,係助詞,*,*,*,*,も,モ,モ,大時計の怪,11,117
なく,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,ない,ナク,ナク,大時計の怪,11,117
、,記号,読点,*,*,*,*,、,、,、,大時計の怪,11,117
これ,名詞,代名詞,一般,*,*,*,これ,コレ,コレ,大時計の怪,11,117
も,助詞,係助詞,*,*,*,*,も,モ,モ,大時計の怪,11,117
にせもの,名詞,一般,*,*,*,*,にせもの,ニセモノ,ニセモノ,大時計の怪,11,117
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,大時計の怪,11,117
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ,大時計の怪,11,117
、,記号,読点,*,*,*,*,、,、,、,大時計の怪,11,117
さっき,名詞,副詞可能,*,*,*,*,さっき,サッキ,サッキ,大時計の怪,11,117
の,助詞,連体化,*,*,*,*,の,ノ,ノ,大時計の怪,11,117
かぎ,名詞,一般,*,*,*,*,かぎ,カギ,カギ,大時計の怪,11,117
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,大時計の怪,11,117
ポケット,名詞,一般,*,*,*,*,ポケット,ポケット,ポケット,大時計の怪,11,117
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ,大時計の怪,11,117
だして,名詞,一般,*,*,*,*,出し手,ダシテ,ダシテ,大時計の怪,11,117
、,記号,読点,*,*,*,*,、,、,、,大時計の怪,11,117
ドア,名詞,一般,*,*,*,*,ドア,ドア,ドア,大時計の怪,11,117
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,大時計の怪,11,117
ひらき,動詞,自立,*,*,五段・カ行イ音便,連用形,ひらく,ヒラキ,ヒラキ,大時計の怪,11,117
、,記号,読点,*,*,*,*,、,、,、,大時計の怪,11,117
。,記号,句点,*,*,*,*,。,。,。,大時計の怪,11,117
「,記号,括弧開,*,*,*,*,「,「,「,大時計の怪,11,118
店,名詞,一般,*,*,*,*,店,ミセ,ミセ,大時計の怪,11,118
の,助詞,連体化,*,*,*,*,の,ノ,ノ,大時計の怪,11,118
かた,名詞,非自立,副詞可能,*,*,*,かた,カタ,カタ,大時計の怪,11,118
、,記号,読点,*,*,*,*,、,、,、,大時計の怪,11,118
ちょっと,副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,大時計の怪,11,118
き,動詞,自立,*,*,カ変・クル,連用形,くる,キ,キ,大時計の怪,11,118
て,助詞,接続助詞,*,*,*,*,て,テ,テ,大時計の怪,11,118
ください,動詞,非自立,*,*,五段・ラ行特殊,命令ｉ,くださる,クダサイ,クダサイ,大時計の怪,11,118
。,記号,句点,*,*,*,*,。,。,。,大時計の怪,11,118
」,記号,括弧閉,*,*,*,*,」,」,」,大時計の怪,11,119
と,助詞,格助詞,引用,*,*,*,と,ト,ト,大時計の怪,11,119
、,記号,読点,*,*,*,*,、,、,、,大時計の怪,11,119
声,名詞,一般,*,*,*,*,声,コエ,コエ,大時計の怪,11,119
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,大時計の怪,11,119
かけ,動詞,自立,*,*,一段,連用形,かける,カケ,カケ,大時計の怪,11,119
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,大時計の怪,11,119
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,大時計の怪,11,119
。,記号,句点,*,*,*,*,。,。,。,大時計の怪,11,119
ひとり,名詞,一般,*,*,*,*,ひとり,ヒトリ,ヒトリ,大時計の怪,11,120
の,助詞,格助詞,一般,*,*,*,の,ノ,ノ,大時計の怪,11,120
