表層形,品詞,品詞細分類(1),品詞細分類(2),品詞細分類(3),活用型,活用形,原形,読み,発音,カテゴリー
あ,フィラー,*,*,*,*,*,あ,ア,ア,９
たまの,名詞,固有名詞,人名,名,*,*,たまの,タマノ,タマノ,９
、,記号,読点,*,*,*,*,、,、,、,９
まっさお,名詞,一般,*,*,*,*,まっさお,マッサオ,マッサオ,９
なから,名詞,一般,*,*,*,*,半ら,ナカラ,ナカラ,９
だの,助詞,並立助詞,*,*,*,*,だの,ダノ,ダノ,９
、,記号,読点,*,*,*,*,、,、,、,９
のっぺらぼう,名詞,一般,*,*,*,*,のっぺらぼう,ノッペラボウ,ノッペラボー,９
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,９
かいぶつ,名詞,一般,*,*,*,*,怪物,カイブツ,カイブツ,９
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,９
。,記号,句点,*,*,*,*,。,。,。,９
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,９
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,９
、,記号,読点,*,*,*,*,、,、,、,９
きり,名詞,一般,*,*,*,*,きり,キリ,キリ,９
も,助詞,係助詞,*,*,*,*,も,モ,モ,９
なく,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,ない,ナク,ナク,９
大きく,形容詞,自立,*,*,形容詞・イ段,連用テ接続,大きい,オオキク,オーキク,９
なっ,動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,９
て,助詞,接続助詞,*,*,*,*,て,テ,テ,９
いく,動詞,非自立,*,*,五段・カ行促音便,基本形,いく,イク,イク,９
の,名詞,非自立,一般,*,*,*,の,ノ,ノ,９
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,９
。,記号,句点,*,*,*,*,。,。,。,９
小林,名詞,固有名詞,人名,姓,*,*,小林,コバヤシ,コバヤシ,10
くん,名詞,接尾,人名,*,*,*,くん,クン,クン,10
と,助詞,並立助詞,*,*,*,*,と,ト,ト,10
、,記号,読点,*,*,*,*,、,、,、,10
木村,名詞,固有名詞,人名,姓,*,*,木村,キムラ,キムラ,10
くん,名詞,接尾,人名,*,*,*,くん,クン,クン,10
と,助詞,並立助詞,*,*,*,*,と,ト,ト,10
、,記号,読点,*,*,*,*,、,、,、,10
ユウ子,名詞,固有名詞,人名,名,*,*,ユウ子,ユウコ,ユーコ,10
ちゃん,名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,10
と,助詞,並立助詞,*,*,*,*,と,ト,ト,10
、,記号,読点,*,*,*,*,、,、,、,10
井上,名詞,固有名詞,人名,姓,*,*,井上,イノウエ,イノウエ,10
くん,名詞,接尾,人名,*,*,*,くん,クン,クン,10
と,助詞,並立助詞,*,*,*,*,と,ト,ト,10
、,記号,読点,*,*,*,*,、,、,、,10
ノロ,名詞,一般,*,*,*,*,ノロ,ノロ,ノロ,10
ちゃん,名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,10
の,助詞,連体化,*,*,*,*,の,ノ,ノ,10
五,名詞,数,*,*,*,*,五,ゴ,ゴ,10
人,名詞,接尾,助数詞,*,*,*,人,ニン,ニン,10
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,10
、,記号,読点,*,*,*,*,、,、,、,10
ルビー,名詞,一般,*,*,*,*,ルビー,ルビー,ルビー,10
の,助詞,連体化,*,*,*,*,の,ノ,ノ,10
カブトムシ,名詞,一般,*,*,*,*,カブトムシ,カブトムシ,カブトムシ,10
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,10
とりかえす,動詞,自立,*,*,五段・サ行,基本形,とりかえす,トリカエス,トリカエス,10
ため,名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ,10
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,10
、,記号,読点,*,*,*,*,、,、,、,10
まほう,名詞,一般,*,*,*,*,魔法,マホウ,マホー,10
はかせ,名詞,一般,*,*,*,*,はかせ,ハカセ,ハカセ,10
の,助詞,連体化,*,*,*,*,の,ノ,ノ,10
すみか,名詞,一般,*,*,*,*,すみか,スミカ,スミカ,10
の,助詞,連体化,*,*,*,*,の,ノ,ノ,10
ちか,名詞,固有名詞,人名,名,*,*,ちか,チカ,チカ,10
室,名詞,接尾,一般,*,*,*,室,シツ,シツ,10
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ,10
はいっ,動詞,自立,*,*,五段・ラ行,連用タ接続,はいる,ハイッ,ハイッ,10
て,助詞,接続助詞,*,*,*,*,て,テ,テ,10
いっ,動詞,非自立,*,*,五段・カ行促音便,連用タ接続,いく,イッ,イッ,10
て,助詞,接続助詞,*,*,*,*,て,テ,テ,10
、,記号,読点,*,*,*,*,、,、,、,10
いろいろ,名詞,形容動詞語幹,*,*,*,*,いろいろ,イロイロ,イロイロ,10
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,10
おそろしい,形容詞,自立,*,*,形容詞・イ段,基本形,おそろしい,オソロシイ,オソロシイ,10
め,名詞,一般,*,*,*,*,め,メ,メ,10
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,10
あい,動詞,自立,*,*,五段・ワ行促音便,連用形,あう,アイ,アイ,10
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,10
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,10
。,記号,句点,*,*,*,*,。,。,。,10
ちか,名詞,固有名詞,人名,名,*,*,ちか,チカ,チカ,10
室,名詞,接尾,一般,*,*,*,室,シツ,シツ,10
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,10
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,10
広い,形容詞,自立,*,*,形容詞・アウオ段,基本形,広い,ヒロイ,ヒロイ,10
へや,名詞,一般,*,*,*,*,へや,ヘヤ,ヘヤ,10
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,10
あっ,動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,10
て,助詞,接続助詞,*,*,*,*,て,テ,テ,10
、,記号,読点,*,*,*,*,、,、,、,10
五,名詞,数,*,*,*,*,五,ゴ,ゴ,10
人,名詞,接尾,助数詞,*,*,*,人,ニン,ニン,10
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,10
そこ,名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,10
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ,10
はいる,動詞,自立,*,*,五段・ラ行,基本形,はいる,ハイル,ハイル,10
と,助詞,接続助詞,*,*,*,*,と,ト,ト,10
、,記号,読点,*,*,*,*,、,、,、,10
へや,名詞,一般,*,*,*,*,へや,ヘヤ,ヘヤ,10
の,助詞,連体化,*,*,*,*,の,ノ,ノ,10
まん中,名詞,一般,*,*,*,*,まん中,マンナカ,マンナカ,10
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,10
、,記号,読点,*,*,*,*,、,、,、,10
むくむく,副詞,一般,*,*,*,*,むくむく,ムクムク,ムクムク,10
と,助詞,副詞化,*,*,*,*,と,ト,ト,10
みょう,名詞,形容動詞語幹,*,*,*,*,みょう,ミョウ,ミョー,10
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,10
かいぶつ,名詞,一般,*,*,*,*,怪物,カイブツ,カイブツ,10
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,10
あらわれ,動詞,自立,*,*,一段,連用形,あらわれる,アラワレ,アラワレ,10
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,10
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,10
。,記号,句点,*,*,*,*,。,。,。,10
たまご,名詞,固有名詞,一般,*,*,*,たまご,タマゴ,タマゴ,10
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,10
目と,名詞,サ変接続,*,*,*,*,目と,モクト,モクト,10
口,名詞,接尾,一般,*,*,*,口,グチ,グチ,10
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,10
つけ,動詞,自立,*,*,一段,連用形,つける,ツケ,ツケ,10
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,10
よう,名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,10
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,10
、,記号,読点,*,*,*,*,、,、,、,10
おかしな,連体詞,*,*,*,*,*,おかしな,オカシナ,オカシナ,10
やつ,名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,10
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,10
。,記号,句点,*,*,*,*,。,。,。,10
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,10
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,10
、,記号,読点,*,*,*,*,、,、,、,10
見る,動詞,自立,*,*,一段,基本形,見る,ミル,ミル,10
まに,名詞,固有名詞,人名,一般,*,*,まに,マニ,マニ,10
だんだん,副詞,助詞類接続,*,*,*,*,だんだん,ダンダン,ダンダン,10
大きく,形容詞,自立,*,*,形容詞・イ段,連用テ接続,大きい,オオキク,オーキク,10
なり,動詞,自立,*,*,五段・ラ行,連用形,なる,ナリ,ナリ,10
、,記号,読点,*,*,*,*,、,、,、,10
おとな,名詞,一般,*,*,*,*,おとな,オトナ,オトナ,10
の,助詞,連体化,*,*,*,*,の,ノ,ノ,10
三,名詞,数,*,*,*,*,三,サン,サン,10
ばい,名詞,一般,*,*,*,*,ばい,バイ,バイ,10
も,助詞,係助詞,*,*,*,*,も,モ,モ,10
ある,動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,10
よう,名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,10
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,10
大にゅうどう,名詞,一般,*,*,*,*,大入道,オオニュウドウ,オオニュウドー,10
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,10
なっ,動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,10
て,助詞,接続助詞,*,*,*,*,て,テ,テ,10
しまい,動詞,非自立,*,*,五段・ワ行促音便,連用形,しまう,シマイ,シマイ,10
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,10
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,10
。,記号,句点,*,*,*,*,。,。,。,10
そして,接続詞,*,*,*,*,*,そして,ソシテ,ソシテ,10
、,記号,読点,*,*,*,*,、,、,、,10
。,記号,句点,*,*,*,*,。,。,。,10
「,記号,括弧開,*,*,*,*,「,「,「,10
わ,名詞,一般,*,*,*,*,わ,ワ,ワ,10
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,10
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,10
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,10
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,10
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,10
…,記号,一般,*,*,*,*,…,…,…,10
…。,名詞,固有名詞,人名,一般,*,*,…。,サイレンス,サイレンス,10
」,記号,括弧閉,*,*,*,*,」,」,」,10
と,助詞,格助詞,引用,*,*,*,と,ト,ト,10
、,記号,読点,*,*,*,*,、,、,、,10
かみなり,名詞,固有名詞,一般,*,*,*,かみなり,カミナリ,カミナリ,10
の,助詞,連体化,*,*,*,*,の,ノ,ノ,10
よう,名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,10
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,10
わらい,名詞,一般,*,*,*,*,笑い,ワライ,ワライ,10
声,名詞,接尾,一般,*,*,*,声,ゴエ,ゴエ,10
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,10
聞え,動詞,自立,*,*,一段,連用形,聞える,キコエ,キコエ,10
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,10
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,10
。,記号,句点,*,*,*,*,。,。,。,10
みんな,名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,10
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,10
、,記号,読点,*,*,*,*,、,、,、,10
思わず,副詞,助詞類接続,*,*,*,*,思わず,オモワズ,オモワズ,10
もと,接頭詞,名詞接続,*,*,*,*,もと,モト,モト,10
来,接頭詞,名詞接続,*,*,*,*,来,ライ,ライ,10
た方,名詞,一般,*,*,*,*,他方,タホウ,タホー,10
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ,10
にげだし,動詞,自立,*,*,五段・サ行,連用形,にげだす,ニゲダシ,ニゲダシ,10
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,10
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,10
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ,10
、,記号,読点,*,*,*,*,、,、,、,10
せまい,形容詞,自立,*,*,形容詞・アウオ段,基本形,せまい,セマイ,セマイ,10
入口,名詞,一般,*,*,*,*,入口,イリグチ,イリグチ,10
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,10
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,10
いこも,動詞,自立,*,*,五段・マ行,未然ウ接続,いこむ,イコモ,イコモ,10
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,10
として,助詞,格助詞,連語,*,*,*,として,トシテ,トシテ,10
、,記号,読点,*,*,*,*,、,、,、,10
ふと,副詞,一般,*,*,*,*,ふと,フト,フト,10
、,記号,読点,*,*,*,*,、,、,、,10
うしろ,名詞,固有名詞,一般,*,*,*,うしろ,ウシロ,ウシロ,10
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,10
見,動詞,自立,*,*,一段,連用形,見る,ミ,ミ,10
ます,助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,10
と,助詞,接続助詞,*,*,*,*,と,ト,ト,10
、,記号,読点,*,*,*,*,、,、,、,10
おやっ,感動詞,*,*,*,*,*,おやっ,オヤッ,オヤッ,10
、,記号,読点,*,*,*,*,、,、,、,10
あの,連体詞,*,*,*,*,*,あの,アノ,アノ,10
かいぶつ,名詞,一般,*,*,*,*,怪物,カイブツ,カイブツ,10
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,10
、,記号,読点,*,*,*,*,、,、,、,10
どこ,名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,10
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ,10
行っ,動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,10
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,10
の,名詞,非自立,一般,*,*,*,の,ノ,ノ,10
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,10
、,記号,読点,*,*,*,*,、,、,、,10
かげ,動詞,自立,*,*,一段,連用形,かげる,カゲ,カゲ,10
も,助詞,係助詞,*,*,*,*,も,モ,モ,10
形,名詞,一般,*,*,*,*,形,カタチ,カタチ,10
も,助詞,係助詞,*,*,*,*,も,モ,モ,10
なくなっ,動詞,自立,*,*,五段・ラ行,連用タ接続,なくなる,ナクナッ,ナクナッ,10
て,助詞,接続助詞,*,*,*,*,て,テ,テ,10
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ,10
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,10
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,10
。,記号,句点,*,*,*,*,。,。,。,10
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,10
いち,名詞,一般,*,*,*,*,いち,イチ,イチ,10
ゅうでんとうでよくしらべてみましたが,名詞,一般,*,*,*,*,*,*,*,10
、,記号,読点,*,*,*,*,、,、,、,10
へや,名詞,一般,*,*,*,*,へや,ヘヤ,ヘヤ,10
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,10
、,記号,読点,*,*,*,*,、,、,、,10
まったく,副詞,助詞類接続,*,*,*,*,まったく,マッタク,マッタク,10
からっぽ,名詞,一般,*,*,*,*,からっぽ,カラッポ,カラッポ,10
で,助詞,格助詞,一般,*,*,*,で,デ,デ,10
、,記号,読点,*,*,*,*,、,、,、,10
なに,名詞,代名詞,一般,*,*,*,なに,ナニ,ナニ,10
も,助詞,係助詞,*,*,*,*,も,モ,モ,10
ない,形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,10
の,名詞,非自立,一般,*,*,*,の,ノ,ノ,10
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,10
。,記号,句点,*,*,*,*,。,。,。,10
四方,名詞,一般,*,*,*,*,四方,シホウ,シホー,10
の,名詞,非自立,一般,*,*,*,の,ノ,ノ,10
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,10
べ,助詞,終助詞,*,*,*,*,べ,ベ,ベ,10
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,10
かたい,形容詞,自立,*,*,形容詞・アウオ段,基本形,かたい,カタイ,カタイ,10
