表層形,品詞,品詞細分類(1),品詞細分類(2),品詞細分類(3),活用型,活用形,原形,読み,発音,カテゴリー,章番号,文番号
五月,名詞,副詞可能,*,*,*,*,五月,ゴガツ,ゴガツ,消えうせた大学生,0,0
の,助詞,連体化,*,*,*,*,の,ノ,ノ,消えうせた大学生,0,0
ある日,名詞,一般,*,*,*,*,ある日,アルヒ,アルヒ,消えうせた大学生,0,0
の,助詞,連体化,*,*,*,*,の,ノ,ノ,消えうせた大学生,0,0
こと,名詞,非自立,一般,*,*,*,こと,コト,コト,消えうせた大学生,0,0
、,記号,読点,*,*,*,*,、,、,、,消えうせた大学生,0,0
麹町,名詞,固有名詞,一般,*,*,*,麹町,コウジマチ,コージマチ,消えうせた大学生,0,0
の,助詞,連体化,*,*,*,*,の,ノ,ノ,消えうせた大学生,0,0
高級,名詞,形容動詞語幹,*,*,*,*,高級,コウキュウ,コーキュー,消えうせた大学生,0,0
アパート,名詞,一般,*,*,*,*,アパート,アパート,アパート,消えうせた大学生,0,0
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,消えうせた大学生,0,0
ある,動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,消えうせた大学生,0,0
明智,名詞,一般,*,*,*,*,明智,メイチ,メイチ,消えうせた大学生,0,0
探偵,名詞,サ変接続,*,*,*,*,探偵,タンテイ,タンテイ,消えうせた大学生,0,0
の,助詞,連体化,*,*,*,*,の,ノ,ノ,消えうせた大学生,0,0
事務所,名詞,一般,*,*,*,*,事務所,ジムショ,ジムショ,消えうせた大学生,0,0
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ,消えうせた大学生,0,0
、,記号,読点,*,*,*,*,、,、,、,消えうせた大学生,0,0
ひとり,名詞,一般,*,*,*,*,ひとり,ヒトリ,ヒトリ,消えうせた大学生,0,0
の,助詞,連体化,*,*,*,*,の,ノ,ノ,消えうせた大学生,0,0
老,接頭詞,名詞接続,*,*,*,*,老,ロウ,ロー,消えうせた大学生,0,0
紳士,名詞,一般,*,*,*,*,紳士,シンシ,シンシ,消えうせた大学生,0,0
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,消えうせた大学生,0,0
、,記号,読点,*,*,*,*,、,、,、,消えうせた大学生,0,0
たずね,動詞,自立,*,*,一段,連用形,たずねる,タズネ,タズネ,消えうせた大学生,0,0
て,助詞,接続助詞,*,*,*,*,て,テ,テ,消えうせた大学生,0,0
き,動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,消えうせた大学生,0,0
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,消えうせた大学生,0,0
