表層形,品詞,品詞細分類(1),品詞細分類(2),品詞細分類(3),活用型,活用形,原形,読み,発音,カテゴリー,章番号,文番号
面白い,形容詞,自立,*,*,形容詞・アウオ段,基本形,面白い,オモシロイ,オモシロイ,< 章なし >,0,0
話し,動詞,自立,*,*,五段・サ行,連用形,話す,ハナシ,ハナシ,< 章なし >,0,0
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,< 章なし >,0,0
ある,動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,< 章なし >,0,0
の,名詞,非自立,一般,*,*,*,の,ノ,ノ,< 章なし >,0,0
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,< 章なし >,0,0
よ,助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,< 章なし >,0,0
。,記号,句点,*,*,*,*,。,。,。,< 章なし >,0,0
私,名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,< 章なし >,0,1
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >,0,1
実験,名詞,サ変接続,*,*,*,*,実験,ジッケン,ジッケン,< 章なし >,0,1
談,名詞,接尾,一般,*,*,*,談,ダン,ダン,< 章なし >,0,1
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,< 章なし >,0,1
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ,< 章なし >,0,1
ね,助詞,終助詞,*,*,*,*,ね,ネ,ネ,< 章なし >,0,1
。,記号,句点,*,*,*,*,。,。,。,< 章なし >,0,1
こいつ,名詞,一般,*,*,*,*,こいつ,コイツ,コイツ,< 章なし >,0,2
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >,0,2
何とか,副詞,一般,*,*,*,*,何とか,ナントカ,ナントカ,< 章なし >,0,2
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,< 章なし >,0,2
たら,助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,< 章なし >,0,2
、,記号,読点,*,*,*,*,、,、,、,< 章なし >,0,2
あなた,名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ,< 章なし >,0,2
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >,0,2
探偵小説,名詞,固有名詞,一般,*,*,*,探偵小説,タンテイショウセツ,タンテイショーセツ,< 章なし >,0,2
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >,0,2
材料,名詞,一般,*,*,*,*,材料,ザイリョウ,ザイリョー,< 章なし >,0,2
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >,0,2
なら,動詞,自立,*,*,五段・ラ行,未然形,なる,ナラ,ナラ,< 章なし >,0,2
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,< 章なし >,0,2
もん,名詞,非自立,一般,*,*,*,もん,モン,モン,< 章なし >,0,2
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,< 章なし >,0,2
も,助詞,係助詞,*,*,*,*,も,モ,モ,< 章なし >,0,2
あり,動詞,自立,*,*,五段・ラ行,連用形,ある,アリ,アリ,< 章なし >,0,2
ませ,助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ,< 章なし >,0,2
ん,助動詞,*,*,*,不変化型,基本形,ん,ン,ン,< 章なし >,0,2
よ,助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,< 章なし >,0,2
。,記号,句点,*,*,*,*,。,。,。,< 章なし >,0,2
聞き,動詞,自立,*,*,五段・カ行イ音便,連用形,聞く,キキ,キキ,< 章なし >,0,3
ます,助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,< 章なし >,0,3
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,< 章なし >,0,3
。,記号,句点,*,*,*,*,。,。,。,< 章なし >,0,3
エ,名詞,一般,*,*,*,*,*,*,*,< 章なし >,0,4
、,記号,読点,*,*,*,*,、,、,、,< 章なし >,0,4
是非,副詞,一般,*,*,*,*,是非,ゼヒ,ゼヒ,< 章なし >,0,4
話せ,動詞,自立,*,*,五段・サ行,命令ｅ,話す,ハナセ,ハナセ,< 章なし >,0,4
って,助詞,格助詞,連語,*,*,*,って,ッテ,ッテ,< 章なし >,0,4
。,記号,句点,*,*,*,*,。,。,。,< 章なし >,0,4
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,< 章なし >,0,5
じゃ,助詞,副助詞,*,*,*,*,じゃ,ジャ,ジャ,< 章なし >,0,5
至って,副詞,一般,*,*,*,*,至って,イタッテ,イタッテ,< 章なし >,0,5
話し,動詞,自立,*,*,五段・サ行,連用形,話す,ハナシ,ハナシ,< 章なし >,0,5
下手,名詞,サ変接続,*,*,*,*,下手,ヘタ,ヘタ,< 章なし >,0,5
で,助詞,格助詞,一般,*,*,*,で,デ,デ,< 章なし >,0,5
お,接頭詞,名詞接続,*,*,*,*,お,オ,オ,< 章なし >,0,5
聞き,動詞,自立,*,*,五段・カ行イ音便,連用形,聞く,キキ,キキ,< 章なし >,0,5
づらい,形容詞,非自立,*,*,形容詞・アウオ段,基本形,づらい,ヅライ,ズライ,< 章なし >,0,5
でしょ,助動詞,*,*,*,特殊・デス,未然形,です,デショ,デショ,< 章なし >,0,5
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,< 章なし >,0,5
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ,< 章なし >,0,5
、,記号,読点,*,*,*,*,、,、,、,< 章なし >,0,5
一つ,名詞,一般,*,*,*,*,一つ,ヒトツ,ヒトツ,< 章なし >,0,5
お話,名詞,サ変接続,*,*,*,*,お話,オハナシ,オハナシ,< 章なし >,0,5
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,< 章なし >,0,5
ましょ,助動詞,*,*,*,特殊・マス,未然ウ接続,ます,マショ,マショ,< 章なし >,0,5
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,< 章なし >,0,5
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,< 章なし >,0,5
ね,助詞,終助詞,*,*,*,*,ね,ネ,ネ,< 章なし >,0,5
。,記号,句点,*,*,*,*,。,。,。,< 章なし >,0,5
決して,副詞,一般,*,*,*,*,決して,ケッシテ,ケッシテ,< 章なし >,0,6
作り話,名詞,一般,*,*,*,*,作り話,ツクリバナシ,ツクリバナシ,< 章なし >,0,6
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,< 章なし >,0,6
じゃ,助詞,副助詞,*,*,*,*,じゃ,ジャ,ジャ,< 章なし >,0,6
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,< 章なし >,0,6
の,名詞,非自立,一般,*,*,*,の,ノ,ノ,< 章なし >,0,6
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,< 章なし >,0,6
よ,助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,< 章なし >,0,6
。,記号,句点,*,*,*,*,。,。,。,< 章なし >,0,6
と,助詞,格助詞,引用,*,*,*,と,ト,ト,< 章なし >,0,7
、,記号,読点,*,*,*,*,、,、,、,< 章なし >,0,7
お断り,名詞,サ変接続,*,*,*,*,お断り,オコトワリ,オコトワリ,< 章なし >,0,7
する,動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,< 章なし >,0,7
訳,名詞,非自立,一般,*,*,*,訳,ワケ,ワケ,< 章なし >,0,7
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,< 章なし >,0,7
、,記号,読点,*,*,*,*,、,、,、,< 章なし >,0,7
この,連体詞,*,*,*,*,*,この,コノ,コノ,< 章なし >,0,7
話,名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,< 章なし >,0,7
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,< 章なし >,0,7
これ,名詞,代名詞,一般,*,*,*,これ,コレ,コレ,< 章なし >,0,7
まで,助詞,副助詞,*,*,*,*,まで,マデ,マデ,< 章なし >,0,7
、,記号,読点,*,*,*,*,、,、,、,< 章なし >,0,7
度々,副詞,助詞類接続,*,*,*,*,度々,タビタビ,タビタビ,< 章なし >,0,7
人,名詞,一般,*,*,*,*,人,ヒト,ヒト,< 章なし >,0,7
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >,0,7
話し,動詞,自立,*,*,五段・サ行,連用形,話す,ハナシ,ハナシ,< 章なし >,0,7
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >,0,7
聞か,動詞,自立,*,*,五段・カ行イ音便,未然形,聞く,キカ,キカ,< 章なし >,0,7
せ,動詞,接尾,*,*,一段,連用形,せる,セ,セ,< 章なし >,0,7
