表層形,品詞,品詞細分類(1),品詞細分類(2),品詞細分類(3),活用型,活用形,原形,読み,発音,カテゴリー,章番号,文番号
。,記号,句点,*,*,*,*,。,。,。,< 章なし >,0,0
山崎,名詞,固有名詞,人名,姓,*,*,山崎,ヤマザキ,ヤマザキ,< 章なし >,0,1
君,名詞,接尾,人名,*,*,*,君,クン,クン,< 章なし >,0,1
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >,0,1
内心,名詞,一般,*,*,*,*,内心,ナイシン,ナイシン,< 章なし >,0,1
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,< 章なし >,0,1
私達,名詞,固有名詞,一般,*,*,*,私達,ワタシタチ,ワタシタチ,< 章なし >,0,1
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >,0,1
間,名詞,一般,*,*,*,*,間,マ,マ,< 章なし >,0,1
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >,0,1
活溌,名詞,形容動詞語幹,*,*,*,*,活溌,カッパツ,カッパツ,< 章なし >,0,1
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,< 章なし >,0,1
論,名詞,一般,*,*,*,*,論,ロン,ロン,< 章なし >,0,1
爭,名詞,一般,*,*,*,*,*,*,*,< 章なし >,0,1
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >,0,1
