表層形,品詞,品詞細分類(1),品詞細分類(2),品詞細分類(3),活用型,活用形,原形,読み,発音,大見出し,中見出し,小見出し,見出し番号,文番号
ね,助詞,終助詞,*,*,*,*,ね,ネ,ネ,,,,0,44
。,記号,句点,*,*,*,*,。,。,。,,,,0,44
「,記号,括弧開,*,*,*,*,「,「,「,,,,0,45
オヤ,名詞,固有名詞,一般,*,*,*,オヤ,オヤ,オヤ,,,,0,45
」,記号,括弧閉,*,*,*,*,」,」,」,,,,0,45
と,助詞,格助詞,引用,*,*,*,と,ト,ト,,,,0,45
たまげ,動詞,自立,*,*,一段,連用形,たまげる,タマゲ,タマゲ,,,,0,45
て,助詞,接続助詞,*,*,*,*,て,テ,テ,,,,0,45
いる,動詞,非自立,*,*,一段,基本形,いる,イル,イル,,,,0,45
私,名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,,,,0,45
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,,,0,45
顔,名詞,一般,*,*,*,*,顔,カオ,カオ,,,,0,45
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,,,,0,45
見,動詞,自立,*,*,一段,連用形,見る,ミ,ミ,,,,0,45
て,助詞,接続助詞,*,*,*,*,て,テ,テ,,,,0,45
、,記号,読点,*,*,*,*,、,、,、,,,,0,45
彼,名詞,代名詞,一般,*,*,*,彼,カレ,カレ,,,,0,45
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,,,0,45
さも,副詞,一般,*,*,*,*,さも,サモ,サモ,,,,0,45
面白,形容詞,自立,*,*,形容詞・アウオ段,ガル接続,面白い,オモシロ,オモシロ,,,,0,45
そう,名詞,接尾,助動詞語幹,*,*,*,そう,ソウ,ソー,,,,0,45
に,助詞,副詞化,*,*,*,*,に,ニ,ニ,,,,0,45
笑い,動詞,自立,*,*,五段・ワ行促音便,連用形,笑う,ワライ,ワライ,,,,0,45
ながら,助詞,接続助詞,*,*,*,*,ながら,ナガラ,ナガラ,,,,0,45
、,記号,読点,*,*,*,*,、,、,、,,,,0,45
さて,接続詞,*,*,*,*,*,さて,サテ,サテ,,,,0,45
説明,名詞,サ変接続,*,*,*,*,説明,セツメイ,セツメイ,,,,0,45
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,,,,0,45
て,助詞,接続助詞,*,*,*,*,て,テ,テ,,,,0,45
くれ,動詞,非自立,*,*,一段・クレル,連用形,くれる,クレ,クレ,,,,0,45
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,,,,0,45
ところ,名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ,,,,0,45
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,,,0,45
より,動詞,自立,*,*,五段・ラ行,連用形,よる,ヨリ,ヨリ,,,,0,45
ます,助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,,,,0,45
と,助詞,接続助詞,*,*,*,*,と,ト,ト,,,,0,45
、,記号,読点,*,*,*,*,、,、,、,,,,0,45
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,,,,0,45
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,,,0,45
英国,名詞,固有名詞,地域,国,*,*,英国,エイコク,エイコク,,,,0,45
でし,助動詞,*,*,*,特殊・デス,連用形,です,デシ,デシ,,,,0,45
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,,,,0,45
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,,,,0,45
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,,,0,45
物理学者,名詞,固有名詞,一般,*,*,*,物理学者,ブツリガクシャ,ブツリガクシャ,,,,0,45
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,,,,0,45
考案,名詞,サ変接続,*,*,*,*,考案,コウアン,コーアン,,,,0,45
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,,,,0,45
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,,,,0,45
一種,名詞,一般,*,*,*,*,一種,イッシュ,イッシュ,,,,0,45
