表層形,品詞,品詞細分類(1),品詞細分類(2),品詞細分類(3),活用型,活用形,原形,読み,発音,大見出し,中見出し,小見出し,見出し番号,文番号
面白い,形容詞,自立,*,*,形容詞・アウオ段,基本形,面白い,オモシロイ,オモシロイ,,,,0,0
話し,動詞,自立,*,*,五段・サ行,連用形,話す,ハナシ,ハナシ,,,,0,0
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,,,,0,0
ある,動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,,,,0,0
の,名詞,非自立,一般,*,*,*,の,ノ,ノ,,,,0,0
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,,,,0,0
よ,助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,,,,0,0
。,記号,句点,*,*,*,*,。,。,。,,,,0,0
私,名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,,,,0,1
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,,,0,1
実験,名詞,サ変接続,*,*,*,*,実験,ジッケン,ジッケン,,,,0,1
談,名詞,接尾,一般,*,*,*,談,ダン,ダン,,,,0,1
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,,,,0,1
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ,,,,0,1
ね,助詞,終助詞,*,*,*,*,ね,ネ,ネ,,,,0,1
。,記号,句点,*,*,*,*,。,。,。,,,,0,1
こいつ,名詞,一般,*,*,*,*,こいつ,コイツ,コイツ,,,,0,2
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,,,,0,2
何とか,副詞,一般,*,*,*,*,何とか,ナントカ,ナントカ,,,,0,2
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,,,,0,2
たら,助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,,,,0,2
、,記号,読点,*,*,*,*,、,、,、,,,,0,2
あなた,名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ,,,,0,2
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,,,0,2
探偵小説,名詞,固有名詞,一般,*,*,*,探偵小説,タンテイショウセツ,タンテイショーセツ,,,,0,2
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,,,0,2
材料,名詞,一般,*,*,*,*,材料,ザイリョウ,ザイリョー,,,,0,2
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,,,0,2
なら,動詞,自立,*,*,五段・ラ行,未然形,なる,ナラ,ナラ,,,,0,2
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,,,,0,2
もん,名詞,非自立,一般,*,*,*,もん,モン,モン,,,,0,2
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,,,,0,2
も,助詞,係助詞,*,*,*,*,も,モ,モ,,,,0,2
あり,動詞,自立,*,*,五段・ラ行,連用形,ある,アリ,アリ,,,,0,2
ませ,助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ,,,,0,2
ん,助動詞,*,*,*,不変化型,基本形,ん,ン,ン,,,,0,2
よ,助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,,,,0,2
。,記号,句点,*,*,*,*,。,。,。,,,,0,2
聞き,動詞,自立,*,*,五段・カ行イ音便,連用形,聞く,キキ,キキ,,,,0,3
ます,助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,,,,0,3
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,,,,0,3
。,記号,句点,*,*,*,*,。,。,。,,,,0,3
エ,名詞,一般,*,*,*,*,*,*,*,,,,0,4
、,記号,読点,*,*,*,*,、,、,、,,,,0,4
是非,副詞,一般,*,*,*,*,是非,ゼヒ,ゼヒ,,,,0,4
話せ,動詞,自立,*,*,五段・サ行,命令ｅ,話す,ハナセ,ハナセ,,,,0,4
って,助詞,格助詞,連語,*,*,*,って,ッテ,ッテ,,,,0,4
。,記号,句点,*,*,*,*,。,。,。,,,,0,4
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,,,,0,5
じゃ,助詞,副助詞,*,*,*,*,じゃ,ジャ,ジャ,,,,0,5
至って,副詞,一般,*,*,*,*,至って,イタッテ,イタッテ,,,,0,5
話し,動詞,自立,*,*,五段・サ行,連用形,話す,ハナシ,ハナシ,,,,0,5
下手,名詞,サ変接続,*,*,*,*,下手,ヘタ,ヘタ,,,,0,5
で,助詞,格助詞,一般,*,*,*,で,デ,デ,,,,0,5
お,接頭詞,名詞接続,*,*,*,*,お,オ,オ,,,,0,5
聞き,動詞,自立,*,*,五段・カ行イ音便,連用形,聞く,キキ,キキ,,,,0,5
づらい,形容詞,非自立,*,*,形容詞・アウオ段,基本形,づらい,ヅライ,ズライ,,,,0,5
でしょ,助動詞,*,*,*,特殊・デス,未然形,です,デショ,デショ,,,,0,5
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,,,,0,5
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ,,,,0,5
、,記号,読点,*,*,*,*,、,、,、,,,,0,5
一つ,名詞,一般,*,*,*,*,一つ,ヒトツ,ヒトツ,,,,0,5
お話,名詞,サ変接続,*,*,*,*,お話,オハナシ,オハナシ,,,,0,5
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,,,,0,5
ましょ,助動詞,*,*,*,特殊・マス,未然ウ接続,ます,マショ,マショ,,,,0,5
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,,,,0,5
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,,,,0,5
ね,助詞,終助詞,*,*,*,*,ね,ネ,ネ,,,,0,5
。,記号,句点,*,*,*,*,。,。,。,,,,0,5
決して,副詞,一般,*,*,*,*,決して,ケッシテ,ケッシテ,,,,0,6
作り話,名詞,一般,*,*,*,*,作り話,ツクリバナシ,ツクリバナシ,,,,0,6
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,,,,0,6
じゃ,助詞,副助詞,*,*,*,*,じゃ,ジャ,ジャ,,,,0,6
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,,,,0,6
の,名詞,非自立,一般,*,*,*,の,ノ,ノ,,,,0,6
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,,,,0,6
よ,助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,,,,0,6
。,記号,句点,*,*,*,*,。,。,。,,,,0,6
と,助詞,格助詞,引用,*,*,*,と,ト,ト,,,,0,7
、,記号,読点,*,*,*,*,、,、,、,,,,0,7
お断り,名詞,サ変接続,*,*,*,*,お断り,オコトワリ,オコトワリ,,,,0,7
する,動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,,,,0,7
訳,名詞,非自立,一般,*,*,*,訳,ワケ,ワケ,,,,0,7
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,,,0,7
、,記号,読点,*,*,*,*,、,、,、,,,,0,7
この,連体詞,*,*,*,*,*,この,コノ,コノ,,,,0,7
話,名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,,,,0,7
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,,,0,7
これ,名詞,代名詞,一般,*,*,*,これ,コレ,コレ,,,,0,7
まで,助詞,副助詞,*,*,*,*,まで,マデ,マデ,,,,0,7
、,記号,読点,*,*,*,*,、,、,、,,,,0,7
度々,副詞,助詞類接続,*,*,*,*,度々,タビタビ,タビタビ,,,,0,7
人,名詞,一般,*,*,*,*,人,ヒト,ヒト,,,,0,7
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,,,0,7
話し,動詞,自立,*,*,五段・サ行,連用形,話す,ハナシ,ハナシ,,,,0,7
て,助詞,接続助詞,*,*,*,*,て,テ,テ,,,,0,7
聞か,動詞,自立,*,*,五段・カ行イ音便,未然形,聞く,キカ,キカ,,,,0,7
せ,動詞,接尾,*,*,一段,連用形,せる,セ,セ,,,,0,7
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,,,,0,7
こと,名詞,非自立,一般,*,*,*,こと,コト,コト,,,,0,7
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,,,,0,7
ある,動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,,,,0,7
の,名詞,非自立,一般,*,*,*,の,ノ,ノ,,,,0,7
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,,,,0,7
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ,,,,0,7
、,記号,読点,*,*,*,*,、,、,、,,,,0,7
そいつ,名詞,一般,*,*,*,*,そいつ,ソイツ,ソイツ,,,,0,7
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,,,,0,7
あんまり,副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,,,,0,7
作っ,動詞,自立,*,*,五段・ラ行,連用タ接続,作る,ツクッ,ツクッ,,,,0,7
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,,,,0,7
様,名詞,非自立,助動詞語幹,*,*,*,様,ヨウ,ヨー,,,,0,7
に,助詞,副詞化,*,*,*,*,に,ニ,ニ,,,,0,7
面白く,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,面白い,オモシロク,オモシロク,,,,0,7
出来,動詞,自立,*,*,一段,連用形,出来る,デキ,デキ,,,,0,7
てる,動詞,非自立,*,*,一段,基本形,てる,テル,テル,,,,0,7
もん,名詞,非自立,一般,*,*,*,もん,モン,モン,,,,0,7
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,,,,0,7
から,助詞,接続助詞,*,*,*,*,から,カラ,カラ,,,,0,7
、,記号,読点,*,*,*,*,、,、,、,,,,0,7
そりゃ,名詞,代名詞,縮約,*,*,*,そりゃ,ソリャ,ソリャ,,,,0,7
ア,名詞,固有名詞,組織,*,*,*,*,*,*,,,,0,7
お前,名詞,代名詞,一般,*,*,*,お前,オマエ,オマエ,,,,0,7
、,記号,読点,*,*,*,*,、,、,、,,,,0,7
何,名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,,,,0,7
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,,,,0,7
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,,,0,7
小説,名詞,一般,*,*,*,*,小説,ショウセツ,ショーセツ,,,,0,7
本,名詞,一般,*,*,*,*,本,ホン,ホン,,,,0,7
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ,,,,0,7
仕込ん,動詞,自立,*,*,五段・マ行,連用タ接続,仕込む,シコン,シコン,,,,0,7
で,助詞,接続助詞,*,*,*,*,で,デ,デ,,,,0,7
来,動詞,非自立,*,*,カ変・来ル,連用形,来る,キ,キ,,,,0,7
た種,名詞,一般,*,*,*,*,多種,タシュ,タシュ,,,,0,7
じゃ,助詞,副助詞,*,*,*,*,じゃ,ジャ,ジャ,,,,0,7
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,,,,0,7
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,,,,0,7
。,記号,句点,*,*,*,*,。,。,。,,,,0,7
なんて,助詞,副助詞,*,*,*,*,なんて,ナンテ,ナンテ,,,,0,8
、,記号,読点,*,*,*,*,、,、,、,,,,0,8
大抵,名詞,一般,*,*,*,*,大抵,タイテイ,タイテイ,,,,0,8
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,,,0,8
人,名詞,一般,*,*,*,*,人,ヒト,ヒト,,,,0,8
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,,,,0,8
本当に,副詞,一般,*,*,*,*,本当に,ホントウニ,ホントーニ,,,,0,8
しない,名詞,一般,*,*,*,*,しない,シナイ,シナイ,,,,0,8
位,名詞,接尾,一般,*,*,*,位,イ,イ,,,,0,8
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,,,,0,8
ん,名詞,非自立,一般,*,*,*,ん,ン,ン,,,,0,8
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,,,,0,8
。,記号,句点,*,*,*,*,。,。,。,,,,0,8
しかし,接続詞,*,*,*,*,*,しかし,シカシ,シカシ,,,,0,9
、,記号,読点,*,*,*,*,、,、,、,,,,0,9
正真正銘,名詞,一般,*,*,*,*,正真正銘,ショウシンショウメイ,ショーシンショーメイ,,,,0,9
偽り,名詞,一般,*,*,*,*,偽り,イツワリ,イツワリ,,,,0,9
なし,形容詞,自立,*,*,形容詞・アウオ段,文語基本形,ない,ナシ,ナシ,,,,0,9
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,,,0,9
事実,名詞,副詞可能,*,*,*,*,事実,ジジツ,ジジツ,,,,0,9
談,名詞,接尾,一般,*,*,*,談,ダン,ダン,,,,0,9
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,,,,0,9
よ,助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,,,,0,9
。,記号,句点,*,*,*,*,。,。,。,,,,0,9
今,名詞,副詞可能,*,*,*,*,今,イマ,イマ,,,,0,10
じゃ,助詞,副助詞,*,*,*,*,じゃ,ジャ,ジャ,,,,0,10
こんな,連体詞,*,*,*,*,*,こんな,コンナ,コンナ,,,,0,10
やくざ,名詞,一般,*,*,*,*,やくざ,ヤクザ,ヤクザ,,,,0,10
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,,,,0,10
仕事,名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,,,,0,10
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,,,,0,10
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,,,,0,10
て,助詞,接続助詞,*,*,*,*,て,テ,テ,,,,0,10
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ,,,,0,10
ます,助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,,,,0,10
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ,,,,0,10
、,記号,読点,*,*,*,*,、,、,、,,,,0,10
三年,名詞,固有名詞,人名,姓,*,*,三年,ミトシ,ミトシ,,,,0,10
前,名詞,副詞可能,*,*,*,*,前,マエ,マエ,,,,0,10
まで,助詞,副助詞,*,*,*,*,まで,マデ,マデ,,,,0,10
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,,,0,10
、,記号,読点,*,*,*,*,、,、,、,,,,0,10
これ,名詞,代名詞,一般,*,*,*,これ,コレ,コレ,,,,0,10
でも,助詞,副助詞,*,*,*,*,でも,デモ,デモ,,,,0,10
私,名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,,,,0,10
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,,,0,10
宗教,名詞,一般,*,*,*,*,宗教,シュウキョウ,シューキョー,,,,0,10
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,,,0,10
関係,名詞,サ変接続,*,*,*,*,関係,カンケイ,カンケイ,,,,0,10
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,,,,0,10
て,助詞,接続助詞,*,*,*,*,て,テ,テ,,,,0,10
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ,,,,0,10
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,,,,0,10
男,名詞,一般,*,*,*,*,男,オトコ,オトコ,,,,0,10
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,,,,0,10
。,記号,句点,*,*,*,*,。,。,。,,,,0,10
なんて,助詞,副助詞,*,*,*,*,なんて,ナンテ,ナンテ,,,,0,11
