表層形,品詞,品詞細分類(1),品詞細分類(2),品詞細分類(3),活用型,活用形,原形,読み,発音,大見出し,中見出し,小見出し,見出し番号,文番号
あっ,動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,,（上）顕れたる事実,,0,1
て,助詞,接続助詞,*,*,*,*,て,テ,テ,,（上）顕れたる事実,,0,1
中々,副詞,一般,*,*,*,*,中々,ナカナカ,ナカナカ,,（上）顕れたる事実,,0,1
面白かっ,形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,面白い,オモシロカッ,オモシロカッ,,（上）顕れたる事実,,0,1
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,,（上）顕れたる事実,,0,1
ばかり,助詞,副助詞,*,*,*,*,ばかり,バカリ,バカリ,,（上）顕れたる事実,,0,1
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,,（上）顕れたる事実,,0,1
なく,助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,,（上）顕れたる事実,,0,1
、,記号,読点,*,*,*,*,、,、,、,,（上）顕れたる事実,,0,1
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,,（上）顕れたる事実,,0,1
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,,（上）顕れたる事実,,0,1
私,名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,,（上）顕れたる事実,,0,1
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,（上）顕れたる事実,,0,1
身内,名詞,一般,*,*,*,*,身内,ミウチ,ミウチ,,（上）顕れたる事実,,0,1
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,（上）顕れたる事実,,0,1
もの,名詞,非自立,一般,*,*,*,もの,モノ,モノ,,（上）顕れたる事実,,0,1
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,（上）顕れたる事実,,0,1
家庭,名詞,一般,*,*,*,*,家庭,カテイ,カテイ,,（上）顕れたる事実,,0,1
