表層形,品詞,品詞細分類(1),品詞細分類(2),品詞細分類(3),活用型,活用形,原形,読み,発音,カテゴリー,章番号,文番号
はじめて,副詞,一般,*,*,*,*,はじめて,ハジメテ,ハジメテ,Ｒすい星,0,0
、,記号,読点,*,*,*,*,、,、,、,Ｒすい星,0,0
その,連体詞,*,*,*,*,*,その,ソノ,ソノ,Ｒすい星,0,0
ふしぎ,名詞,形容動詞語幹,*,*,*,*,ふしぎ,フシギ,フシギ,Ｒすい星,0,0
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,Ｒすい星,0,0
すい星,名詞,一般,*,*,*,*,すい星,スイセイ,スイセイ,Ｒすい星,0,0
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,Ｒすい星,0,0
発見,名詞,サ変接続,*,*,*,*,発見,ハッケン,ハッケン,Ｒすい星,0,0
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,Ｒすい星,0,0
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,Ｒすい星,0,0
の,名詞,非自立,一般,*,*,*,の,ノ,ノ,Ｒすい星,0,0
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,Ｒすい星,0,0
、,記号,読点,*,*,*,*,、,、,、,Ｒすい星,0,0
イギリス,名詞,固有名詞,地域,国,*,*,イギリス,イギリス,イギリス,Ｒすい星,0,0
の,助詞,連体化,*,*,*,*,の,ノ,ノ,Ｒすい星,0,0
天文学者,名詞,固有名詞,一般,*,*,*,天文学者,テンモンガクシャ,テンモンガクシャ,Ｒすい星,0,0
でし,助動詞,*,*,*,特殊・デス,連用形,です,デシ,デシ,Ｒすい星,0,0
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,Ｒすい星,0,0
。,記号,句点,*,*,*,*,。,。,。,Ｒすい星,0,0
その,連体詞,*,*,*,*,*,その,ソノ,ソノ,Ｒすい星,0,1
すい星,名詞,一般,*,*,*,*,すい星,スイセイ,スイセイ,Ｒすい星,0,1
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,Ｒすい星,0,1
いま,名詞,副詞可能,*,*,*,*,いま,イマ,イマ,Ｒすい星,0,1
まで,助詞,副助詞,*,*,*,*,まで,マデ,マデ,Ｒすい星,0,1
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,Ｒすい星,0,1
知ら,動詞,自立,*,*,五段・ラ行,未然形,知る,シラ,シラ,Ｒすい星,0,1
れ,動詞,接尾,*,*,一段,連用形,れる,レ,レ,Ｒすい星,0,1
て,助詞,接続助詞,*,*,*,*,て,テ,テ,Ｒすい星,0,1
いる,動詞,非自立,*,*,一段,基本形,いる,イル,イル,Ｒすい星,0,1
、,記号,読点,*,*,*,*,、,、,、,Ｒすい星,0,1
どの,連体詞,*,*,*,*,*,どの,ドノ,ドノ,Ｒすい星,0,1
すい星,名詞,一般,*,*,*,*,すい星,スイセイ,スイセイ,Ｒすい星,0,1
とも,助詞,副助詞,*,*,*,*,とも,トモ,トモ,Ｒすい星,0,1
ちがっ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,ちがう,チガッ,チガッ,Ｒすい星,0,1
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,Ｒすい星,0,1
、,記号,読点,*,*,*,*,、,、,、,Ｒすい星,0,1
奇怪,名詞,形容動詞語幹,*,*,*,*,奇怪,キカイ,キカイ,Ｒすい星,0,1
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,Ｒすい星,0,1
すい星,名詞,一般,*,*,*,*,すい星,スイセイ,スイセイ,Ｒすい星,0,1
でし,助動詞,*,*,*,特殊・デス,連用形,です,デシ,デシ,Ｒすい星,0,1
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,Ｒすい星,0,1
。,記号,句点,*,*,*,*,。,。,。,Ｒすい星,0,1
すい星,名詞,一般,*,*,*,*,すい星,スイセイ,スイセイ,Ｒすい星,0,2
と,助詞,格助詞,引用,*,*,*,と,ト,ト,Ｒすい星,0,2
いえ,動詞,自立,*,*,五段・ワ行促音便,仮定形,いう,イエ,イエ,Ｒすい星,0,2
ば,助詞,接続助詞,*,*,*,*,ば,バ,バ,Ｒすい星,0,2
、,記号,読点,*,*,*,*,、,、,、,Ｒすい星,0,2
