表層形,品詞,品詞細分類(1),品詞細分類(2),品詞細分類(3),活用型,活用形,原形,読み,発音,大見出し,中見出し,小見出し,見出し番号,文番号
江戸川乱歩,名詞,固有名詞,人名,一般,*,*,江戸川乱歩,エドガワランポ,エドガワランポ,,「銭形平次」で世界的多作家に,,0,0
ずいぶん,副詞,助詞類接続,*,*,*,*,ずいぶん,ズイブン,ズイブン,,「銭形平次」で世界的多作家に,,0,0
書い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,書く,カイ,カイ,,「銭形平次」で世界的多作家に,,0,0
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,,「銭形平次」で世界的多作家に,,0,0
ね,助詞,終助詞,*,*,*,*,ね,ネ,ネ,,「銭形平次」で世界的多作家に,,0,0
。,記号,句点,*,*,*,*,。,。,。,,「銭形平次」で世界的多作家に,,0,0
「,記号,括弧開,*,*,*,*,「,「,「,,「銭形平次」で世界的多作家に,,0,1
捕物帖,名詞,固有名詞,一般,*,*,*,捕物帖,トリモノチョウ,トリモノチョー,,「銭形平次」で世界的多作家に,,0,1
」,記号,括弧閉,*,*,*,*,」,」,」,,「銭形平次」で世界的多作家に,,0,1
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,「銭形平次」で世界的多作家に,,0,1
…,記号,一般,*,*,*,*,…,…,…,,「銭形平次」で世界的多作家に,,0,1
…,記号,一般,*,*,*,*,…,…,…,,「銭形平次」で世界的多作家に,,0,1
何,名詞,数,*,*,*,*,何,ナン,ナン,,「銭形平次」で世界的多作家に,,0,1
篇,名詞,接尾,助数詞,*,*,*,篇,ヘン,ヘン,,「銭形平次」で世界的多作家に,,0,1
くらい,助詞,副助詞,*,*,*,*,くらい,クライ,クライ,,「銭形平次」で世界的多作家に,,0,1
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,「銭形平次」で世界的多作家に,,0,1
なっ,動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,,「銭形平次」で世界的多作家に,,0,1
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,,「銭形平次」で世界的多作家に,,0,1
？,記号,一般,*,*,*,*,？,？,？,,「銭形平次」で世界的多作家に,,0,1
野村胡堂,名詞,固有名詞,人名,一般,*,*,野村胡堂,ノムラコドウ,ノムラコドー,,「銭形平次」で世界的多作家に,,0,1
ハッキリ,副詞,助詞類接続,*,*,*,*,ハッキリ,ハッキリ,ハッキリ,,「銭形平次」で世界的多作家に,,0,1
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,,「銭形平次」で世界的多作家に,,0,1
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,,「銭形平次」で世界的多作家に,,0,1
こと,名詞,非自立,一般,*,*,*,こと,コト,コト,,「銭形平次」で世界的多作家に,,0,1
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,「銭形平次」で世界的多作家に,,0,1
わから,動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ,,「銭形平次」で世界的多作家に,,0,1
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,,「銭形平次」で世界的多作家に,,0,1
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ,,「銭形平次」で世界的多作家に,,0,1
、,記号,読点,*,*,*,*,、,、,、,,「銭形平次」で世界的多作家に,,0,1
三,名詞,数,*,*,*,*,三,サン,サン,,「銭形平次」で世界的多作家に,,0,1
百,名詞,数,*,*,*,*,百,ヒャク,ヒャク,,「銭形平次」で世界的多作家に,,0,1
篇,名詞,接尾,助数詞,*,*,*,篇,ヘン,ヘン,,「銭形平次」で世界的多作家に,,0,1
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,「銭形平次」で世界的多作家に,,0,1
越し,動詞,自立,*,*,五段・サ行,連用形,越す,コシ,コシ,,「銭形平次」で世界的多作家に,,0,1
て,助詞,接続助詞,*,*,*,*,て,テ,テ,,「銭形平次」で世界的多作家に,,0,1
いる,動詞,非自立,*,*,一段,基本形,いる,イル,イル,,「銭形平次」で世界的多作家に,,0,1
だろ,助動詞,*,*,*,特殊・ダ,未然形,だ,ダロ,ダロ,,「銭形平次」で世界的多作家に,,0,1
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,,「銭形平次」で世界的多作家に,,0,1
。,記号,句点,*,*,*,*,。,。,。,,「銭形平次」で世界的多作家に,,0,1
もっとも,副詞,一般,*,*,*,*,もっとも,モットモ,モットモ,,「銭形平次」で世界的多作家に,,0,2
わたし,名詞,代名詞,一般,*,*,*,わたし,ワタシ,ワタシ,,「銭形平次」で世界的多作家に,,0,2
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,「銭形平次」で世界的多作家に,,0,2
捕物帖,名詞,固有名詞,一般,*,*,*,捕物帖,トリモノチョウ,トリモノチョー,,「銭形平次」で世界的多作家に,,0,2
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,「銭形平次」で世界的多作家に,,0,2
、,記号,読点,*,*,*,*,、,、,、,,「銭形平次」で世界的多作家に,,0,2
「,記号,括弧開,*,*,*,*,「,「,「,,「銭形平次」で世界的多作家に,,0,2
銭形平次,名詞,固有名詞,人名,一般,*,*,銭形平次,ゼニガタヘイジ,ゼニガタヘイジ,,「銭形平次」で世界的多作家に,,0,2
」,記号,括弧閉,*,*,*,*,」,」,」,,「銭形平次」で世界的多作家に,,0,2
と,助詞,格助詞,引用,*,*,*,と,ト,ト,,「銭形平次」で世界的多作家に,,0,2
「,記号,括弧開,*,*,*,*,「,「,「,,「銭形平次」で世界的多作家に,,0,2
池田,名詞,固有名詞,人名,姓,*,*,池田,イケダ,イケダ,,「銭形平次」で世界的多作家に,,0,2
大助,名詞,固有名詞,人名,名,*,*,大助,ダイスケ,ダイスケ,,「銭形平次」で世界的多作家に,,0,2
捕物,名詞,一般,*,*,*,*,捕物,トリモノ,トリモノ,,「銭形平次」で世界的多作家に,,0,2
控,名詞,一般,*,*,*,*,控,ヒカエ,ヒカエ,,「銭形平次」で世界的多作家に,,0,2
」,記号,括弧閉,*,*,*,*,」,」,」,,「銭形平次」で世界的多作家に,,0,2
と,助詞,格助詞,引用,*,*,*,と,ト,ト,,「銭形平次」で世界的多作家に,,0,2
両方,名詞,一般,*,*,*,*,両方,リョウホウ,リョーホー,,「銭形平次」で世界的多作家に,,0,2
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,,「銭形平次」で世界的多作家に,,0,2
から,助詞,接続助詞,*,*,*,*,から,カラ,カラ,,「銭形平次」で世界的多作家に,,0,2
ね,助詞,終助詞,*,*,*,*,ね,ネ,ネ,,「銭形平次」で世界的多作家に,,0,2
。,記号,句点,*,*,*,*,。,。,。,,「銭形平次」で世界的多作家に,,0,2
銭形,名詞,一般,*,*,*,*,銭形,ゼニガタ,ゼニガタ,,「銭形平次」で世界的多作家に,,0,3
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,「銭形平次」で世界的多作家に,,0,3
方,名詞,非自立,一般,*,*,*,方,ホウ,ホー,,「銭形平次」で世界的多作家に,,0,3
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,「銭形平次」で世界的多作家に,,0,3
、,記号,読点,*,*,*,*,、,、,、,,「銭形平次」で世界的多作家に,,0,3
二,名詞,数,*,*,*,*,二,ニ,ニ,,「銭形平次」で世界的多作家に,,0,3
百,名詞,数,*,*,*,*,百,ヒャク,ヒャク,,「銭形平次」で世界的多作家に,,0,3
四,名詞,数,*,*,*,*,四,ヨン,ヨン,,「銭形平次」で世界的多作家に,,0,3
、,記号,読点,*,*,*,*,、,、,、,,「銭形平次」で世界的多作家に,,0,3
五,名詞,数,*,*,*,*,五,ゴ,ゴ,,「銭形平次」で世界的多作家に,,0,3
十,名詞,数,*,*,*,*,十,ジュウ,ジュー,,「銭形平次」で世界的多作家に,,0,3
篇,名詞,接尾,助数詞,*,*,*,篇,ヘン,ヘン,,「銭形平次」で世界的多作家に,,0,3
という,助詞,格助詞,連語,*,*,*,という,トイウ,トユウ,,「銭形平次」で世界的多作家に,,0,3
ところ,名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ,,「銭形平次」で世界的多作家に,,0,3
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,,「銭形平次」で世界的多作家に,,0,3
な,助詞,終助詞,*,*,*,*,な,ナ,ナ,,「銭形平次」で世界的多作家に,,0,3
？,記号,一般,*,*,*,*,？,？,？,,「銭形平次」で世界的多作家に,,0,3
よく,副詞,一般,*,*,*,*,よく,ヨク,ヨク,,「銭形平次」で世界的多作家に,,0,3
書い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,書く,カイ,カイ,,「銭形平次」で世界的多作家に,,0,3
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,,「銭形平次」で世界的多作家に,,0,3
もの,名詞,非自立,一般,*,*,*,もの,モノ,モノ,,「銭形平次」で世界的多作家に,,0,3
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,,「銭形平次」で世界的多作家に,,0,3
われ,名詞,代名詞,一般,*,*,*,われ,ワレ,ワレ,,「銭形平次」で世界的多作家に,,0,3
ながら,助詞,接続助詞,*,*,*,*,ながら,ナガラ,ナガラ,,「銭形平次」で世界的多作家に,,0,3
…,記号,一般,*,*,*,*,…,…,…,,「銭形平次」で世界的多作家に,,0,3
…。,名詞,固有名詞,人名,一般,*,*,…。,サイレンス,サイレンス,,「銭形平次」で世界的多作家に,,0,3
「,記号,括弧開,*,*,*,*,「,「,「,,「銭形平次」で世界的多作家に,,0,3
オール,接頭詞,数接続,*,*,*,*,オール,オール,オール,,「銭形平次」で世界的多作家に,,0,3
読物,名詞,一般,*,*,*,*,読物,ヨミモノ,ヨミモノ,,「銭形平次」で世界的多作家に,,0,3
」,記号,括弧閉,*,*,*,*,」,」,」,,「銭形平次」で世界的多作家に,,0,3
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,「銭形平次」で世界的多作家に,,0,3
創刊号,名詞,固有名詞,一般,*,*,*,創刊号,ソウカンゴウ,ソーカンゴー,,「銭形平次」で世界的多作家に,,0,3
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ,,「銭形平次」で世界的多作家に,,0,3
毎号,名詞,副詞可能,*,*,*,*,毎号,マイゴウ,マイゴー,,「銭形平次」で世界的多作家に,,0,3
一,名詞,数,*,*,*,*,一,イチ,イチ,,「銭形平次」で世界的多作家に,,0,3
