first,second,count
世田谷,井上,3
世田谷,小林,3
かげ,木,3
かいちゅう,井上,3
でんとう,井上,3
とびら,鉄,3
ユウ子,女の子,3
こと,トラ,3
おばけ,トラ,3
おばけ,口,3
トラ,口,3
ほらあな,五,3
上,方,3
へや,コンクリート,3
ふた,井上,3
ふた,小林,3
ちえ,ゆうき,3
かべ,コンクリート,3
からだ,小林,3
じん,たんてい,3
じん,前,3
じん,中,3
せいどう,中,3
じん,口,3
からだ,じん,3
せいどう,空,3
じん,方,3
じん,三,3
きぬ,ひも,3
ばしご,ひも,3
なわ,ひも,3
きぬ,ばしご,3
きぬ,なわ,3
じん,もの,3
あな,ガス,3
あな,じん,3
じん,下,3
方,東,3
じん,明智,3
そうじゅう,明智,3
ヘリコプター,小林,3
せいどう,ヘリコプター,3
ピストル,小林,3
手,木村,2
ところ,手,2
三,手,2
サト,三,2
三,子,2
サユリ,三,2
ところ,日,2
ところ,三,2
ミドリ,三,2
ふた,マンホール,2
だれ,中,2
マント,下,2
ひげ,口,2
三,人,2
三,黒,2
口,黒,2
しょうねん,にいさん,2
しょうねん,ミドリ,2
たんてい,にいさん,2
たんてい,ミドリ,2
こと,男,2
あと,男,2
あと,三,2
はらっぱ,中,2
はずれ,世田谷,2
あと,もの,2
あきや,せい,2
やしき,人,2
せいよう,やしき,2
おばけ,人,2
あきや,人,2
おばけ,せいよう,2
あきや,ようかん,2
かい,こと,2
こと,まど,2
こと,二,2
こと,人,2
せい,まど,2
まど,ようかん,2
せい,の,2
の,ようかん,2
きみ,中,2
せい,外がわ,2
ようかん,外がわ,2
せい,三,2
とき,三,2
女の子,手,2
うしろ,女の子,2
の,男,2
とき,の,2
の,声,2
の,口,2
とき,男,2
声,男,2
とき,声,2
こと,とうさん,2
うち,にいさん,2
うち,敏夫,2
うち,とうさん,2
でんわ,中,2
せいよう,マント,2
なにもの,男,2
こと,森,2
こと,日,2
まど,森,2
中,女の子,2
こと,木村,2
たんてい,木村,2
小林,敏夫,2
ミドリ,小林,2
たんてい,ばしご,2
たんてい,なわ,2
かいちゅう,ふた,2
でんとう,ふた,2
かいちゅう,ようい,2
でんとう,ようい,2
まえ,木村,2
まえ,やしき,2
おばけ,まえ,2
せい,木村,2
ようかん,木村,2
せい,小林,2
ようかん,小林,2
かいちゅう,こと,2
こと,でんとう,2
かい,へや,2
かい,一,2
へや,二,2
かいちゅう,二,2
でんとう,二,2
一,二,2
へや,一,2
とき,へや,2
とき,小林,2
声,女の子,2
かお,ふた,2
くび,小林,2
かくし,戸,2
でんとう,小林,2
かいちゅう,小林,2
だんろ,ぼっち,2
ぼっち,小林,2
こと,ぼっち,2
びっくり,木村,2
びっくり,小林,2
あな,かいちゅう,2
あな,でんとう,2
すべりだい,下,2
しりもち,ゆか,2
こと,ちか,2
ひめい,女の子,2
ほらあな,声,2
ほらあな,もの,2
おたがい,からだ,2
六,足,2
しつ,木村,2
しつ,やしき,2
おばけ,しつ,2
しつ,小林,2
せい,ちか,2
ちか,やしき,2
おばけ,ちか,2
しつ,ふた,2
かいぶつ,ちか,2
ちか,ふた,2
しつ,中,2
中,足,2
ちか,中,2
ちか,足,2
あと,足,2
カブト,足,2
ムシ,足,2
おなか,カブト,2
あな,カブト,2
おなか,中,2
おなか,ムシ,2
おなか,ぽか,2
あな,ムシ,2
あな,ぽか,2
すべりだい,ゆか,2
すべりだい,ふた,2
ふた,下,2
下,方,2
ふた,もの,2
もの,方,2
ふた,ゆか,2
なに,中,2
カブト,五十,2
あな,の,2
ムシ,五十,2
もの,カブト,2
なに,もの,2
もの,ムシ,2
そのへん,カブト,2
そのへん,ふた,2
そのへん,ムシ,2
ほう,ろん,2
ぬけがら,セミ,2
しつ,まえ,2
あと,ふた,2
ふた,まえ,2
ちか,まえ,2
こんど,十五,2
おばけ,ばい,2
カブト,十五,2
からだ,じゅう,2
ムシ,十五,2
ゆか,上,2
あな,上,2
ほらあな,中,2
おうごん,とら,2
ちえ,はかせ,2
ちえ,まほう,2
くらべ,はかせ,2
くらべ,まほう,2
まえ,人,2
くらべ,しょうねん,2
たんてい,ちえ,2
たんてい,はかせ,2
くらべ,たんてい,2
たんてい,まほう,2
きみ,はかせ,2
はかせ,わし,2
きみ,くらべ,2
きみ,まほう,2
まほう,わし,2
ため,ちえ,2
きみ,ため,2
おじさん,の,2
とき,女の子,2
まほう,下,2
さけび声,女の子,2
きのう,さけび声,2
よこ,小林,2
わし,口,2
おばけ,こと,2
はかせ,ルビー,2
まほう,ルビー,2
ふた,明智,2
こと,先生,2
しょ,でんわ,2
しょうねん,明智,2
しょ,しょうねん,2
しょうねん,ひと,2
しょうねん,女の子,2
だんいん,中,2
たんてい,ひと,2
ひと,ユウ子,2
しょうじょ,ユウ子,2
ユウ子,宮田,2
ユウ子,一,2
しょうじょ,だんいん,2
だんいん,宮田,2
だんいん,一,2
しょうじょ,ひと,2
ひと,宮田,2
しょうじょ,宮田,2
こと,そうだん,2
そうだん,ユウ子,2
ルビー,上,2
しょうねん,手,2
しょうねん,ルビー,2
おきもの,ユウ子,2
おきもの,ば,2
せっこう,の,2
うち,せっこう,2
うち,ば,2
しょうねん,ば,2
カブト,ユウ子,2
ムシ,ユウ子,2
せっこう,まど,2
まど,外,2
ユウ子,外,2
かお,外,2
しょうねん,の,2
とほう,男,2
だん,ユウ子,2
たんてい,ルビー,2
だん,だんいん,2
まど,男,2
しょうねん,男,2
しょうねん,ぞう,2
せっこう,男,2
男,町,2
くび,ぞう,2
しょうねん,よこちょう,2
せっこう,よこちょう,2
くび,よこちょう,2
みせ,男,2
三十,男,2
うしろ,の,2
うしろ,男,2
の,中,2
おれ,ぬすみ,2
の,子ども,2
おれ,きみ,2
はらっぱ,シャベル,2
中,草,2
の,はかせ,2
かくし,きみ,2
きみ,こと,2
きみ,ばしょ,2
かくし,ユウ子,2
かくし,はかせ,2
かくし,まほう,2
ばしょ,ユウ子,2
はかせ,ばしょ,2
ばしょ,まほう,2
はかせ,原っぱ,2
まほう,原っぱ,2
こんど,番,2
ばしょ,カブト,2
ばしょ,ムシ,2
ふうせん,ユウ子,2
の,糸,2
の,力,2
ふうせん,糸,2
てっぺん,二十,2
いれ,てっぺん,2
てっぺん,午後,2
てっぺん,三,2
てっぺん,二十五,2
二十,五,2
いれ,五,2
いれ,二十,2
スギ,二十,2
二十,午後,2
三,二十,2
二十,二十五,2
一,二十,2
いれ,スギ,2
いれ,午後,2
いれ,三,2
いれ,二十五,2
いれ,一,2
はかせ,手紙,2
まほう,手紙,2
そうだん,小林,2
ところ,スギ,2
こと,スギ,2
スギ,木村,2
一,木村,2
の,敏夫,2
こと,でんわ,2
だんいん,原っぱ,2
一,原っぱ,2
スギ,小林,2
五,力,2
だんいん,井上,2
の,小林,2
あな,てっぺん,2
のぼり,スギ,2
のぼり,木,2
のぼり,めいじん,2
のぼり,ノロ,2
めいじん,スギ,2
めいじん,木,2
めいじん,ノロ,2
なわ,ノロ,2
なわ,スギ,2
はし,一方,2
なに,木,2
たいよう,光,2
一,井上,2
とおり,小林,2
かげ,ノロ,2
小林,気,2
かげ,の,2
の,ノロ,2
さき,中,2
さき,井上,2
ところ,方,2
手紙,注意,2
手紙,番人,2
かぎ,鉄,2
おく,方,2
小林,手,2
ノロ,手,2
両手,小林,2
やみ,目,2
二,口,2
ばい,トラ,2
ばい,百,2
トラ,百,2
トラ,中,2
おばけ,前,2
した,口,2
上,五,2
上,気,2
ほらあな,原っぱ,2
ルビー,五,2
ため,五,2
ため,ユウ子,2
ほらあな,ユウ子,2
ルビー,木村,2
ため,ルビー,2
ルビー,井上,2
ノロ,ルビー,2
ため,木村,2
ため,小林,2
ため,井上,2
ため,ノロ,2
ほらあな,小林,2
ほらあな,井上,2
ほらあな,世田谷,2
ほらあな,ノロ,2
ほらあな,トラ,2
ほらあな,口,2
いぶくろ,トラ,2
の,方,2
おく,のど,2
のど,トラ,2
うしろ,方,2
小林,方,2
ほらあな,コンクリート,2
ひと,ほど,2
ドア,手,2
ドア,鉄,2
うちがわ,鉄,2
コンクリート,五,2
かいちゅう,てんじょう,2
てんじょう,方,2
てんじょう,でんとう,2
てんじょう,鉄,2
力,鉄,2
小林,自分,2
五,鉄,2
かたまり,五,2
なん,鉄,2
たんてい,原っぱ,2
だん,原っぱ,2
へや,五,2
まほう,五,2
はかせ,五,2
まほう,井上,2
たんてい,井上,2
はかせ,井上,2
上,井上,2
まほう,上,2
まほう,ノロ,2
はかせ,上,2
はかせ,ノロ,2
だん,少年,2
小林,鉄,2
コンクリート,小林,2
コンクリート,上,2
かいちゅう,コンクリート,2
でんとう,コンクリート,2
かべ,四方,2
コンクリート,切れ目,2
コンクリート,四方,2
下,鉄,2
ふた,ぼく,2
あな,小林,2
三,二,2
まほう,声,2
ゆか,コンクリート,2
五,室,2
ちか,五,2
室,小林,2
井上,室,2
め,室,2
ちか,井上,2
ちか,め,2
せいどう,少年,2
せいどう,たんてい,2
じん,少年,2
たんてい,前,2
ルビー,口,2
きみ,ゆうき,2
からだ,せいどう,2
一郎,足,2
おとな,きょじん,2
きょじん,ばい,2
きょじん,三,2
ちか,てんじょう,2
てんじょう,室,2
おとな,じん,2
じん,ばい,2
じん,室,2
じん,せい,2
じん,ちか,2
三,室,2
せい,空,2
ちか,三,2
じん,足,2
じん,井上,2
下,小林,2
じん,手,2
ゆか,室,2
ちか,ゆか,2
あいつ,口,2
かぎ,てんじょう,2
ひも,小林,2
きぬ,小林,2
ばしご,小林,2
なわ,小林,2
むこう,小林,2
せいどう,ふうせん,2
せいどう,もの,2
もの,ガス,2
もの,ビニール,2
あな,室,2
あな,ちか,2
ゆか,ガス,2
じん,まほう,2
ゆか,ビニール,2
あな,ビニール,2
まほう,ゆか,2
あな,まほう,2
あな,もの,2
の,下,2
じん,の,2
じん,東,2
東,空,2
じん,風,2
でんわ,先生,2
せいどう,明智,2
新聞,明智,2
明智,社,2
ところ,明智,2
でんわ,新聞,2
新聞,社,2
でんわ,社,2
でんわ,ところ,2
もの,空,2
てん,もの,2
しょうねん,ヘリコプター,2
ちゃくりく,原っぱ,2
ヘリコプター,風,2
そうじゅう,室,2
室,明智,2
たんてい,室,2
ヘリコプター,井上,2
うちゅう,りょこう,2
たんてい,ピストル,2
よこ,明智,2
じん,よこ,2
よこ,ヘリコプター,2
丹下,手,1
にちよう,丹下,1
サト,丹下,1
丹下,子,1
サユリ,丹下,1
丹下,友だち,1
丹下,木村,1
丹下,町,1
ところ,丹下,1
ミドリ,丹下,1
丹下,日,1
丹下,野崎,1
三,丹下,1
かえり,丹下,1
世田谷,丹下,1
ごご,丹下,1
にちよう,手,1
サト,手,1
子,手,1
サユリ,手,1
友だち,手,1
手,町,1
ミドリ,手,1
手,日,1
手,野崎,1
かえり,手,1
世田谷,手,1
ごご,手,1
にちよう,サト,1
にちよう,子,1
にちよう,サユリ,1
にちよう,友だち,1
にちよう,木村,1
にちよう,町,1
ところ,にちよう,1
にちよう,ミドリ,1
にちよう,日,1
にちよう,野崎,1
にちよう,三,1
かえり,にちよう,1
にちよう,世田谷,1
ごご,にちよう,1
サト,友だち,1
サト,木村,1
サト,町,1
ところ,サト,1
サト,日,1
サト,野崎,1
かえり,サト,1
サト,世田谷,1
ごご,サト,1
友だち,子,1
子,木村,1
子,町,1
ところ,子,1
子,日,1
子,野崎,1
かえり,子,1
世田谷,子,1
ごご,子,1
サユリ,友だち,1
サユリ,木村,1
サユリ,町,1
ところ,サユリ,1
サユリ,日,1
サユリ,野崎,1
かえり,サユリ,1
サユリ,世田谷,1
ごご,サユリ,1
友だち,木村,1
友だち,町,1
ところ,友だち,1
ミドリ,友だち,1
友だち,日,1
友だち,野崎,1
三,友だち,1
かえり,友だち,1
世田谷,友だち,1
ごご,友だち,1
木村,町,1
ところ,木村,1
日,木村,1
木村,野崎,1
三,木村,1
かえり,木村,1
ごご,木村,1
ところ,町,1
ミドリ,町,1
日,町,1
町,野崎,1
三,町,1
かえり,町,1
世田谷,町,1
ごご,町,1
ところ,ミドリ,1
ところ,野崎,1
かえり,ところ,1
ところ,世田谷,1
ごご,ところ,1
ミドリ,日,1
ミドリ,野崎,1
かえり,ミドリ,1
ミドリ,世田谷,1
ごご,ミドリ,1
日,野崎,1
三,日,1
かえり,日,1
世田谷,日,1
ごご,日,1
三,野崎,1
かえり,野崎,1
世田谷,野崎,1
ごご,野崎,1
かえり,三,1
三,世田谷,1
ごご,三,1
かえり,世田谷,1
かえり,ごご,1
ごご,世田谷,1
なかよし,小学校,1
なかよし,三,1
三,小学校,1
なに,サト,1
なに,子,1
びっくり,サト,1
サト,方,1
びっくり,子,1
びっくり,サユリ,1
びっくり,ミドリ,1
びっくり,方,1
子,方,1
サユリ,方,1
ミドリ,方,1
こと,道,1
中,道,1
じり,ふた,1
じり,てつ,1
じり,マンホール,1
じり,りり,1
じ,じり,1
てつ,ふた,1
ふた,りり,1
じ,ふた,1
てつ,マンホール,1
てつ,りり,1
じ,てつ,1
りり,マンホール,1
じ,マンホール,1
じ,りり,1
マンホール,中,1
だれ,マンホール,1
下,男,1
人,男,1
下,人,1
つば,めがね,1
めがね,両方,1
かく,めがね,1
あごひげ,めがね,1
ひげ,めがね,1
めがね,人,1
めがね,三,1
ぼうし,めがね,1
めがね,黒,1
めがね,口,1
つば,両方,1
かく,つば,1
あごひげ,つば,1
つば,ひげ,1
つば,人,1
つば,三,1
つば,ぼうし,1
つば,黒,1
つば,口,1
かく,両方,1
あごひげ,両方,1
ひげ,両方,1
両方,人,1
三,両方,1
ぼうし,両方,1
両方,黒,1
両方,口,1
あごひげ,かく,1
かく,ひげ,1
かく,人,1
かく,三,1
かく,ぼうし,1
かく,黒,1
かく,口,1
あごひげ,ひげ,1
あごひげ,人,1
あごひげ,三,1
あごひげ,ぼうし,1
あごひげ,黒,1
あごひげ,口,1
ひげ,人,1
ひげ,三,1
ひげ,ぼうし,1
ひげ,黒,1
ぼうし,人,1
人,黒,1
人,口,1
ぼうし,三,1
三,口,1
ぼうし,黒,1
ぼうし,口,1
きみ,人,1
あくま,きみ,1
きみ,せいよう,1
じめん,マンホール,1
はい出,マンホール,1
マンホール,人,1
マンホール,三,1
マンホール,方,1
やり,マンホール,1
じめん,はい出,1
じめん,人,1
じめん,三,1
じめん,方,1
じめん,やり,1
はい出,人,1
はい出,三,1
はい出,方,1
はい出,やり,1
人,方,1
やり,人,1
やり,三,1
やり,方,1
こうもり,マント,1
マント,方,1
こうもり,方,1
あと,人,1
ミドリ,声,1
こと,だんいん,1
だんいん,にいさん,1
だんいん,ミドリ,1
あと,こと,1
こと,サト,1
こと,子,1
こと,マント,1
こと,サユリ,1
こと,黒,1
くせ,こと,1
あと,サト,1
あと,子,1
あと,マント,1
あと,サユリ,1
あと,黒,1
あと,ミドリ,1
あと,くせ,1
サト,マント,1
サト,男,1
サト,黒,1
くせ,サト,1
マント,子,1
子,男,1
子,黒,1
くせ,子,1
サユリ,マント,1
マント,ミドリ,1
マント,三,1
くせ,マント,1
サユリ,男,1
サユリ,黒,1
くせ,サユリ,1
ミドリ,男,1
三,男,1
くせ,男,1
ミドリ,黒,1
くせ,黒,1
くせ,ミドリ,1
くせ,三,1
マント,森,1
はらっぱ,森,1
森,黒,1
マント,中,1
はらっぱ,マント,1
中,黒,1
はらっぱ,黒,1
はずれ,はたけ,1
はずれ,森,1
はたけ,森,1
はたけ,世田谷,1
世田谷,森,1
の,ひるま,1
ひるま,もり,1
の,もり,1
もの,三,1
いま,むかし,1
せい,むかし,1
むかし,やしき,1
むかし,人,1
おばけ,むかし,1
あきや,むかし,1
せいよう,むかし,1
むかし,ようかん,1
いま,せい,1
いま,やしき,1
いま,人,1
いま,おばけ,1
あきや,いま,1
いま,せいよう,1
いま,ようかん,1
せい,せいよう,1
あきや,やしき,1
あきや,おばけ,1
あきや,せいよう,1
せいよう,ようかん,1
三,近く,1
こと,だま,1
こと,夜,1
かい,だま,1
かい,の,1
かい,せい,1
かい,夜,1
かい,人,1
かい,ようかん,1
だま,まど,1
まど,夜,1
まど,人,1
だま,二,1
の,二,1
せい,二,1
二,夜,1
二,人,1
ようかん,二,1
だま,の,1
せい,だま,1
だま,夜,1
だま,人,1
だま,ようかん,1
の,夜,1
の,人,1
せい,夜,1
人,夜,1
ようかん,夜,1
うわさ,中,1
うわさ,なき声,1
うわさ,きみ,1
うわさ,せい,1
うわさ,女,1
うわさ,だれ,1
うわさ,ようかん,1
なき声,中,1
中,女,1
きみ,なき声,1
せい,なき声,1
なき声,女,1
だれ,なき声,1
なき声,ようかん,1
きみ,せい,1
きみ,女,1
きみ,だれ,1
きみ,ようかん,1
せい,女,1
せい,だれ,1
だれ,女,1
ようかん,女,1
だれ,ようかん,1
こと,しょうじょ,1
しょうじょ,三,1
マント,外がわ,1
外がわ,男,1
外がわ,黒,1
せい,マント,1
ようかん,マント,1
せい,男,1
せい,黒,1
ようかん,男,1
ようかん,黒,1
すがた,まど,1
はしご,まど,1
へび,まど,1
かい,中,1
かい,すがた,1
かい,はしご,1
かい,へび,1
中,二,1
すがた,中,1
はしご,中,1
へび,中,1
すがた,二,1
はしご,二,1
へび,二,1
すがた,はしご,1
すがた,へび,1
はしご,へび,1
さけび声,せい,1
せい,とき,1
さけび声,方,1
さけび声,三,1
さけび声,とき,1
さけび声,ようかん,1
とき,方,1
ようかん,方,1
ようかん,三,1
とき,ようかん,1
うしろ,三,1
かい,かお,1
かお,二,1
おかっぱ,女の子,1
おかっぱ,三,1
おかっぱ,年ごろ,1
おかっぱ,くらい,1
三,女の子,1
女の子,年ごろ,1
くらい,女の子,1
三,年ごろ,1
くらい,三,1
くらい,年ごろ,1
まど,手,1
うしろ,手,1
なにもの,手,1
うしろ,まど,1
なにもの,まど,1
うしろ,なにもの,1
なにもの,女の子,1
口,男,1
とき,口,1
む,三,1
こと,めいめい,1
こと,近く,1
にいさん,めいめい,1
めいめい,敏夫,1
うち,めいめい,1
めいめい,近く,1
めいめい,ミドリ,1
とうさん,めいめい,1
にいさん,近く,1
とうさん,にいさん,1
敏夫,近く,1
とうさん,敏夫,1
うち,近く,1
ミドリ,近く,1
とうさん,近く,1
ぼく,手がかり,1
でんわ,森,1
けいかん,でんわ,1
せい,でんわ,1
でんわ,ミドリ,1
でんわ,人,1
けいさつ,でんわ,1
かげ,でんわ,1
あきや,でんわ,1
でんわ,とうさん,1
でんわ,ようかん,1
けいかん,森,1
ミドリ,森,1
人,森,1
けいさつ,森,1
かげ,森,1
あきや,森,1
とうさん,森,1
けいかん,中,1
けいかん,せい,1
けいかん,ミドリ,1
けいかん,人,1
けいかん,けいさつ,1
かげ,けいかん,1
あきや,けいかん,1
けいかん,とうさん,1
けいかん,ようかん,1
ミドリ,中,1
中,人,1
けいさつ,中,1
かげ,中,1
あきや,中,1
とうさん,中,1
せい,ミドリ,1
けいさつ,せい,1
かげ,せい,1
せい,とうさん,1
ミドリ,人,1
けいさつ,ミドリ,1
かげ,ミドリ,1
あきや,ミドリ,1
ようかん,ミドリ,1
けいさつ,人,1
かげ,人,1
とうさん,人,1
かげ,けいさつ,1
あきや,けいさつ,1
けいさつ,とうさん,1
けいさつ,ようかん,1
あきや,かげ,1
かげ,とうさん,1
かげ,ようかん,1
あきや,とうさん,1
とうさん,ようかん,1
あくま,なにもの,1
あくま,男,1
あくま,黒,1
なにもの,マント,1
なにもの,黒,1
せいよう,なにもの,1
せいよう,男,1
せいよう,黒,1
こと,女の子,1
こと,たすけ,1
女の子,森,1
たすけ,森,1
日,森,1
たすけ,まど,1
まど,日,1
たすけ,中,1
中,日,1
せい,女の子,1
せい,たすけ,1
せい,日,1
たすけ,女の子,1
女の子,日,1
ようかん,女の子,1
たすけ,日,1
たすけ,ようかん,1
ようかん,日,1
しょうねん,木村,1
にいさん,木村,1
うち,木村,1
にいさん,小林,1
こと,たんけん,1
こと,ふた,1
たんけん,森,1
ふた,森,1
たんけん,中,1
せい,たんけん,1
たんけん,ふた,1
たんけん,ようかん,1
せい,ふた,1
ふた,ようかん,1
きぬ糸,七,1
きぬ糸,たんてい,1
きぬ糸,ふた,1
かいちゅう,きぬ糸,1
きぬ糸,ばしご,1
きぬ糸,ふえ,1
きぬ糸,ようい,1
きぬ糸,でんとう,1
きぬ糸,なわ,1
きぬ糸,どうぐ,1
たんてい,七,1
ふた,七,1
かいちゅう,七,1
ばしご,七,1
ふえ,七,1
ようい,七,1
でんとう,七,1
なわ,七,1
どうぐ,七,1
かいちゅう,たんてい,1
たんてい,ふえ,1
たんてい,ようい,1
たんてい,でんとう,1
たんてい,どうぐ,1
ばしご,ふた,1
ふえ,ふた,1
ふた,ようい,1
なわ,ふた,1
どうぐ,ふた,1
かいちゅう,ばしご,1
かいちゅう,ふえ,1
かいちゅう,なわ,1
かいちゅう,どうぐ,1
ばしご,ふえ,1
ばしご,ようい,1
でんとう,ばしご,1
どうぐ,ばしご,1
ふえ,ようい,1
でんとう,ふえ,1
なわ,ふえ,1
どうぐ,ふえ,1
なわ,ようい,1
どうぐ,ようい,1
でんとう,なわ,1
でんとう,どうぐ,1
どうぐ,なわ,1
まえ,森,1
木村,森,1
やしき,森,1
おばけ,森,1
小林,森,1
やしき,中,1
せい,まえ,1
まえ,ようかん,1
ドア,入口,1
ふた,ろうか,1
ふた,足音,1
ろうか,中,1
中,足音,1
ろうか,足音,1
あいだ,こと,1
こと,ぜんぶ,1
こと,へや,1
こと,だれ,1
あいだ,かい,1
かい,ぜんぶ,1
かい,かいちゅう,1
かい,でんとう,1
かい,だれ,1
あいだ,二,1
あいだ,ぜんぶ,1
あいだ,へや,1
あいだ,かいちゅう,1
あいだ,でんとう,1
あいだ,だれ,1
あいだ,一,1
ぜんぶ,二,1
だれ,二,1
ぜんぶ,へや,1
かいちゅう,ぜんぶ,1
ぜんぶ,でんとう,1
ぜんぶ,だれ,1
ぜんぶ,一,1
だれ,へや,1
かいちゅう,だれ,1
かいちゅう,一,1
だれ,でんとう,1
でんとう,一,1
だれ,一,1
かい,ひとりごと,1
かい,とき,1
かい,小林,1
ひとりごと,一,1
とき,一,1
ひとりごと,へや,1
とき,ひとりごと,1
ひとりごと,小林,1
おじさん,かんにん,1
でんとう,やじゅう,1
かいちゅう,やじゅう,1
やじゅう,小林,1
ぼっち,下,1
がわ,ぼっち,1
へや,ぼっち,1
がわ,下,1
へや,下,1
だんろ,下,1
がわ,へや,1
がわ,だんろ,1
だんろ,へや,1
かざり,ちょうこく,1
ぼっち,ゆび,1
ゆび,小林,1
こと,ボタン,1
こと,七,1
おし,こと,1
こと,右,1
こと,ベル,1
ぼっち,ボタン,1
ぼっち,七,1
おし,ぼっち,1
ぼっち,右,1
ぼっち,ベル,1
ボタン,七,1
